rejected_global_cluster_uid,would_be_global_cluster_uid,merge_component_uid,rejection_reason,salience_percentile,salience_cutoff,n_local_clusters,n_mentions,canonical_name,canonical_names,local_cluster_uids,chunk_min,chunk_max
rejected_global_cluster_000146,global_cluster_000157,merge_component_001399,below_global_cluster_salience_percentile,0.95,27,6,12,Wandsworth Common,the common|wandsworth common,chunk_001::cluster_121|chunk_002::cluster_073|chunk_003::cluster_032|chunk_003::cluster_164|chunk_004::cluster_113|chunk_005::cluster_049,1,5
rejected_global_cluster_000039,global_cluster_000045,merge_component_001217,below_global_cluster_salience_percentile,0.95,27,6,11,London,london,chunk_000::cluster_088|chunk_001::cluster_146|chunk_002::cluster_115|chunk_003::cluster_078|chunk_004::cluster_151|chunk_005::cluster_102,0,5
rejected_global_cluster_000057,global_cluster_000068,merge_component_001356,below_global_cluster_salience_percentile,0.95,27,10,11,England,england|new england|not a prouder man in the whole length and breadth of england,chunk_000::cluster_094|chunk_002::cluster_135|chunk_002::cluster_139|chunk_003::cluster_099|chunk_003::cluster_103|chunk_004::cluster_049|chunk_004::cluster_174|chunk_004::cluster_181|chunk_005::cluster_126|chunk_005::cluster_127,0,5
rejected_global_cluster_000122,global_cluster_000133,merge_component_001388,below_global_cluster_salience_percentile,0.95,27,6,11,the spot,the spot,chunk_000::cluster_192|chunk_001::cluster_099|chunk_002::cluster_047|chunk_003::cluster_138|chunk_004::cluster_091|chunk_005::cluster_028,0,5
rejected_global_cluster_000174,global_cluster_000185,merge_component_001103,below_global_cluster_salience_percentile,0.95,27,2,11,the spectre,the spectre,chunk_002::cluster_046|chunk_003::cluster_001,2,3
rejected_global_cluster_000077,global_cluster_000088,merge_component_001366,below_global_cluster_salience_percentile,0.95,27,4,10,the housemaids,the housemaids,chunk_000::cluster_119|chunk_001::cluster_027|chunk_002::cluster_057|chunk_003::cluster_011,0,3
rejected_global_cluster_000138,global_cluster_000149,merge_component_001192,below_global_cluster_salience_percentile,0.95,27,3,10,the Tapestry Chamber,the tapestry chamber,chunk_001::cluster_112|chunk_002::cluster_096|chunk_003::cluster_060,1,3
rejected_global_cluster_000158,global_cluster_000169,merge_component_001404,below_global_cluster_salience_percentile,0.95,27,10,10,the whole county,all the police inspectors in the county|the county|the whole county,chunk_001::cluster_142|chunk_002::cluster_092|chunk_003::cluster_054|chunk_003::cluster_148|chunk_003::cluster_149|chunk_004::cluster_008|chunk_004::cluster_095|chunk_004::cluster_096|chunk_005::cluster_032|chunk_005::cluster_033,1,5
rejected_global_cluster_000198,global_cluster_000209,merge_component_001424,below_global_cluster_salience_percentile,0.95,27,7,10,the Garden of Death,death|the angel of death|the garden of death,chunk_002::cluster_156|chunk_003::cluster_121|chunk_003::cluster_122|chunk_003::cluster_126|chunk_004::cluster_069|chunk_005::cluster_007|chunk_005::cluster_099,2,5
rejected_global_cluster_000072,global_cluster_000083,merge_component_001362,below_global_cluster_salience_percentile,0.95,27,9,9,bedroom,bedroom|mr. otis's bedroom|one of the spare bedrooms|the bedrooms|the spare bedrooms,chunk_000::cluster_113|chunk_000::cluster_122|chunk_000::cluster_124|chunk_000::cluster_153|chunk_001::cluster_021|chunk_001::cluster_028|chunk_001::cluster_030|chunk_001::cluster_065|chunk_002::cluster_060,0,2
rejected_global_cluster_000137,global_cluster_000148,merge_component_001396,below_global_cluster_salience_percentile,0.95,27,7,9,Hogley Woods,hogley woods|the huntsman of hogley woods,chunk_001::cluster_110|chunk_001::cluster_111|chunk_002::cluster_061|chunk_002::cluster_131|chunk_003::cluster_017|chunk_003::cluster_095|chunk_004::cluster_050,1,4
rejected_global_cluster_000227,global_cluster_000240,merge_component_000671,below_global_cluster_salience_percentile,0.95,27,1,9,the whole party,the whole party,chunk_003::cluster_165,3,3
rejected_global_cluster_000001,global_cluster_000002,merge_component_001325,below_global_cluster_salience_percentile,0.95,27,5,8,Canterville Chase,"canterville chase|the american minister, bought canterville chase|the avenue of canterville chase",chunk_000::cluster_002|chunk_000::cluster_077|chunk_001::cluster_147|chunk_002::cluster_097|chunk_005::cluster_054,0,5
rejected_global_cluster_000052,global_cluster_000062,merge_component_001354,below_global_cluster_salience_percentile,0.95,27,7,8,the hall,the great entrance-hall|the hall,chunk_000::cluster_131|chunk_001::cluster_067|chunk_001::cluster_127|chunk_002::cluster_003|chunk_003::cluster_176|chunk_004::cluster_126|chunk_005::cluster_064,0,5
rejected_global_cluster_000082,global_cluster_000093,merge_component_001369,below_global_cluster_salience_percentile,0.95,27,8,8,the Free American Reformed Episcopalian Church,church|the church|the free american reformed episcopalian church,chunk_000::cluster_133|chunk_000::cluster_154|chunk_001::cluster_041|chunk_001::cluster_066|chunk_002::cluster_001|chunk_002::cluster_151|chunk_003::cluster_116|chunk_004::cluster_066,0,4
rejected_global_cluster_000096,global_cluster_000107,merge_component_001376,below_global_cluster_salience_percentile,0.95,27,8,8,modern Americans,americans|modern americans|some wretched modern americans,chunk_000::cluster_151|chunk_000::cluster_164|chunk_001::cluster_061|chunk_001::cluster_078|chunk_002::cluster_017|chunk_002::cluster_141|chunk_003::cluster_105|chunk_004::cluster_056,0,4
rejected_global_cluster_000100,global_cluster_000111,merge_component_001379,below_global_cluster_salience_percentile,0.95,27,6,8,three of Lady Canterville's French governesses,lady canterville's french governesses|three of lady canterville's french governesses,chunk_000::cluster_158|chunk_000::cluster_160|chunk_001::cluster_071|chunk_001::cluster_073|chunk_002::cluster_009|chunk_002::cluster_012,0,2
rejected_global_cluster_000043,global_cluster_000050,merge_component_001349,below_global_cluster_salience_percentile,0.95,27,4,7,the park,the park,chunk_000::cluster_063|chunk_003::cluster_169|chunk_004::cluster_118|chunk_005::cluster_053,0,5
rejected_global_cluster_000049,global_cluster_000058,merge_component_001353,below_global_cluster_salience_percentile,0.95,27,4,7,the railway station,the nearest railway station|the railway station,chunk_000::cluster_073|chunk_003::cluster_155|chunk_004::cluster_104|chunk_005::cluster_040,0,5
rejected_global_cluster_000149,global_cluster_000160,merge_component_001072,below_global_cluster_salience_percentile,0.95,27,4,7,the passages,the passages,chunk_001::cluster_138|chunk_002::cluster_088|chunk_003::cluster_040|chunk_004::cluster_005,1,4
rejected_global_cluster_000197,global_cluster_000208,merge_component_001423,below_global_cluster_salience_percentile,0.95,27,5,7,the garden,a little garden|the garden,chunk_002::cluster_154|chunk_003::cluster_119|chunk_003::cluster_134|chunk_004::cluster_084|chunk_005::cluster_017,2,5
rejected_global_cluster_000203,global_cluster_000215,merge_component_001432,below_global_cluster_salience_percentile,0.95,27,4,7,he,he,chunk_003::cluster_133|chunk_004::cluster_019|chunk_004::cluster_082|chunk_005::cluster_015,3,5
rejected_global_cluster_000213,global_cluster_000225,merge_component_001427,below_global_cluster_salience_percentile,0.95,27,7,7,a golden girl,"a girl,--that|a golden girl|all good little american girls",chunk_003::cluster_123|chunk_004::cluster_072|chunk_004::cluster_159|chunk_004::cluster_172|chunk_005::cluster_002|chunk_005::cluster_105|chunk_005::cluster_118,3,5
rejected_global_cluster_000013,global_cluster_000018,merge_component_001337,below_global_cluster_salience_percentile,0.95,27,4,6,this country,a modern country|the old country|this country,chunk_000::cluster_021|chunk_000::cluster_091|chunk_004::cluster_150|chunk_005::cluster_095,0,5
rejected_global_cluster_000030,global_cluster_000036,merge_component_001216,below_global_cluster_salience_percentile,0.95,27,5,6,New York,new york,chunk_000::cluster_087|chunk_001::cluster_015|chunk_002::cluster_146|chunk_003::cluster_111|chunk_004::cluster_061,0,4
rejected_global_cluster_000089,global_cluster_000100,merge_component_001372,below_global_cluster_salience_percentile,0.95,27,6,6,the carp-pond at the end of the King's Walk,the carp-pond at the end of the king's walk|the end of the king's walk|the king's walk,chunk_000::cluster_141|chunk_000::cluster_142|chunk_000::cluster_143|chunk_001::cluster_051|chunk_001::cluster_052|chunk_001::cluster_053,0,1
rejected_global_cluster_000124,global_cluster_000135,merge_component_001390,below_global_cluster_salience_percentile,0.95,27,6,6,the butler,the butler|your butler,chunk_000::cluster_189|chunk_001::cluster_103|chunk_002::cluster_049|chunk_003::cluster_005|chunk_004::cluster_168|chunk_005::cluster_114,0,5
rejected_global_cluster_000148,global_cluster_000159,merge_component_001277,below_global_cluster_salience_percentile,0.95,27,3,6,the Blue Bed Chamber,the blue bed chamber,chunk_001::cluster_124|chunk_002::cluster_076|chunk_003::cluster_035,1,3
rejected_global_cluster_000152,global_cluster_000163,merge_component_001401,below_global_cluster_salience_percentile,0.95,27,6,6,the Corpse-Snatcher of Chertsey Barn,chertsey barn|the corpse-snatcher of chertsey barn,chunk_001::cluster_130|chunk_001::cluster_131|chunk_002::cluster_080|chunk_002::cluster_081|chunk_003::cluster_045|chunk_003::cluster_046,1,3
rejected_global_cluster_000181,global_cluster_000192,merge_component_001196,below_global_cluster_salience_percentile,0.95,27,4,6,Brockley meadows,brockley meadows,chunk_002::cluster_117|chunk_003::cluster_168|chunk_004::cluster_117|chunk_005::cluster_059,2,5
rejected_global_cluster_000185,global_cluster_000196,merge_component_001415,below_global_cluster_salience_percentile,0.95,27,6,6,the long avenue,the avenue|the long avenue,chunk_002::cluster_122|chunk_003::cluster_085|chunk_003::cluster_172|chunk_004::cluster_040|chunk_004::cluster_122|chunk_005::cluster_058,2,5
rejected_global_cluster_000186,global_cluster_000197,merge_component_001416,below_global_cluster_salience_percentile,0.95,27,4,6,your brother,her brothers|my brothers|your brother,chunk_002::cluster_123|chunk_002::cluster_136|chunk_003::cluster_102|chunk_004::cluster_053,2,4
rejected_global_cluster_000195,global_cluster_000206,merge_component_001421,below_global_cluster_salience_percentile,0.95,27,3,6,babies,babies,chunk_002::cluster_152|chunk_003::cluster_117|chunk_004::cluster_067,2,4
rejected_global_cluster_000222,global_cluster_000235,merge_component_001434,below_global_cluster_salience_percentile,0.95,27,6,6,the two men to scour the district,the district|the two men to scour the district,chunk_003::cluster_146|chunk_003::cluster_147|chunk_004::cluster_093|chunk_004::cluster_094|chunk_005::cluster_030|chunk_005::cluster_031,3,5
rejected_global_cluster_000224,global_cluster_000237,merge_component_001436,below_global_cluster_salience_percentile,0.95,27,4,6,the groom,a groom|the groom,chunk_003::cluster_170|chunk_004::cluster_119|chunk_005::cluster_036|chunk_005::cluster_063,3,5
rejected_global_cluster_000228,global_cluster_000241,merge_component_001203,below_global_cluster_salience_percentile,0.95,27,3,6,the station-master,the station-master,chunk_003::cluster_156|chunk_004::cluster_105|chunk_005::cluster_041,3,5
rejected_global_cluster_000233,global_cluster_000246,merge_component_001440,below_global_cluster_salience_percentile,0.95,27,3,6,the rural policeman,the rural policeman,chunk_003::cluster_167|chunk_004::cluster_115|chunk_005::cluster_051,3,5
rejected_global_cluster_000015,global_cluster_000020,merge_component_001339,below_global_cluster_salience_percentile,0.95,27,5,5,the world,all our spry young fellows painting the old world|the old world|the world,chunk_000::cluster_024|chunk_000::cluster_027|chunk_001::cluster_117|chunk_002::cluster_069|chunk_003::cluster_028,0,3
rejected_global_cluster_000055,global_cluster_000066,merge_component_001224,below_global_cluster_salience_percentile,0.95,27,3,5,Pinkerton,pinkerton,chunk_000::cluster_085|chunk_001::cluster_086|chunk_002::cluster_029,0,2
rejected_global_cluster_000106,global_cluster_000117,merge_component_001381,below_global_cluster_salience_percentile,0.95,27,5,5,town,town,chunk_000::cluster_169|chunk_001::cluster_082|chunk_002::cluster_022|chunk_004::cluster_155|chunk_005::cluster_100,0,5
rejected_global_cluster_000109,global_cluster_000120,merge_component_001382,below_global_cluster_salience_percentile,0.95,27,5,5,the Virgin Queen,the queen|the virgin queen,chunk_000::cluster_172|chunk_001::cluster_084|chunk_002::cluster_024|chunk_004::cluster_170|chunk_005::cluster_116,0,5
rejected_global_cluster_000111,global_cluster_000122,merge_component_001384,below_global_cluster_salience_percentile,0.95,27,4,5,his wife,a wife|his wife|the room occupied by the united states minister and his wife,chunk_000::cluster_174|chunk_003::cluster_042|chunk_005::cluster_091|chunk_005::cluster_133,0,5
rejected_global_cluster_000121,global_cluster_000132,merge_component_001387,below_global_cluster_salience_percentile,0.95,27,4,5,a dark corner,a dark corner|the corner,chunk_000::cluster_186|chunk_001::cluster_135|chunk_002::cluster_085|chunk_003::cluster_050,0,3
rejected_global_cluster_000133,global_cluster_000144,merge_component_001407,below_global_cluster_salience_percentile,0.95,27,5,5,his Friends,his friends|his new friend,chunk_001::cluster_155|chunk_002::cluster_051|chunk_002::cluster_104|chunk_003::cluster_068|chunk_004::cluster_025,1,4
rejected_global_cluster_000134,global_cluster_000145,merge_component_001190,below_global_cluster_salience_percentile,0.95,27,3,5,Chanticleer,chanticleer,chunk_001::cluster_106|chunk_002::cluster_052|chunk_003::cluster_009,1,3
rejected_global_cluster_000168,global_cluster_000179,merge_component_001409,below_global_cluster_salience_percentile,0.95,27,5,5,The Vampire Monk,"the vampire monk|virginia's little lover in his celebrated impersonation of ""the vampire monk",chunk_001::cluster_160|chunk_001::cluster_162|chunk_002::cluster_111|chunk_003::cluster_074|chunk_004::cluster_031,1,4
rejected_global_cluster_000176,global_cluster_000187,merge_component_001412,below_global_cluster_salience_percentile,0.95,27,5,5,a grandfather,a grandfather|the present lord canterville's grandfather,chunk_002::cluster_066|chunk_002::cluster_148|chunk_003::cluster_025|chunk_003::cluster_113|chunk_004::cluster_064,2,4
rejected_global_cluster_000196,global_cluster_000207,merge_component_001422,below_global_cluster_salience_percentile,0.95,27,5,5,the pine-woods,the lonely churchyard by the pine-woods|the pine-woods,chunk_002::cluster_153|chunk_003::cluster_118|chunk_004::cluster_068|chunk_005::cluster_128|chunk_005::cluster_129,2,5
rejected_global_cluster_000201,global_cluster_000212,merge_component_001426,below_global_cluster_salience_percentile,0.95,27,3,5,the churchyard,churchyard|the churchyard,chunk_003::cluster_043|chunk_004::cluster_149|chunk_005::cluster_093,3,5
rejected_global_cluster_000267,global_cluster_000281,merge_component_001452,below_global_cluster_salience_percentile,0.95,27,4,5,the old Marchioness of Dumbleton,dumbleton|the old marchioness of dumbleton,chunk_004::cluster_176|chunk_004::cluster_177|chunk_005::cluster_121|chunk_005::cluster_122,4,5
rejected_global_cluster_000021,global_cluster_000026,merge_component_001342,below_global_cluster_salience_percentile,0.95,27,4,4,the Ascot road,the ascot road|the road,chunk_000::cluster_034|chunk_003::cluster_151|chunk_004::cluster_099|chunk_005::cluster_035,0,5
rejected_global_cluster_000024,global_cluster_000029,merge_component_001343,below_global_cluster_salience_percentile,0.95,27,4,4,the family doctor,the family doctor,chunk_000::cluster_039|chunk_000::cluster_162|chunk_001::cluster_076|chunk_002::cluster_014,0,2
rejected_global_cluster_000035,global_cluster_000041,merge_component_001345,below_global_cluster_salience_percentile,0.95,27,4,4,his eldest son,her eldest son|his eldest son,chunk_000::cluster_052|chunk_003::cluster_142|chunk_004::cluster_089|chunk_005::cluster_023,0,5
rejected_global_cluster_000036,global_cluster_000042,merge_component_001346,below_global_cluster_salience_percentile,0.95,27,4,4,their parents,his parents|their parents,chunk_000::cluster_053|chunk_002::cluster_091|chunk_003::cluster_053|chunk_004::cluster_006,0,4
rejected_global_cluster_000044,global_cluster_000052,merge_component_001220,below_global_cluster_salience_percentile,0.95,27,4,4,Eton,eton,chunk_000::cluster_066|chunk_002::cluster_124|chunk_003::cluster_087|chunk_004::cluster_041,0,4
rejected_global_cluster_000048,global_cluster_000057,merge_component_001221,below_global_cluster_salience_percentile,0.95,27,4,4,Ascot,ascot,chunk_000::cluster_072|chunk_003::cluster_154|chunk_004::cluster_102|chunk_005::cluster_039,0,5
rejected_global_cluster_000053,global_cluster_000063,merge_component_001223,below_global_cluster_salience_percentile,0.95,27,4,4,Here,here,chunk_000::cluster_081|chunk_003::cluster_166|chunk_004::cluster_114|chunk_005::cluster_050,0,5
rejected_global_cluster_000065,global_cluster_000076,merge_component_001358,below_global_cluster_salience_percentile,0.95,27,4,4,"cultured Americans of the better class, such as the immense superiority of Miss Fanny Devonport","cultured americans of the better class, such as the immense superiority of miss fanny devonport|miss fanny devonport",chunk_000::cluster_102|chunk_000::cluster_103|chunk_001::cluster_008|chunk_001::cluster_009,0,1
rejected_global_cluster_000068,global_cluster_000079,merge_component_001233,below_global_cluster_salience_percentile,0.95,27,4,4,Boston,boston,chunk_000::cluster_108|chunk_001::cluster_013|chunk_004::cluster_158|chunk_005::cluster_104,0,5
rejected_global_cluster_000070,global_cluster_000081,merge_component_001361,below_global_cluster_salience_percentile,0.95,27,4,4,some of our most eminent native divines,our most eminent native divines|some of our most eminent native divines,chunk_000::cluster_110|chunk_000::cluster_112|chunk_001::cluster_018|chunk_001::cluster_020,0,1
rejected_global_cluster_000088,global_cluster_000099,merge_component_001239,below_global_cluster_salience_percentile,0.95,27,2,4,the beautiful Lady Stutfield,the beautiful lady stutfield,chunk_000::cluster_140|chunk_001::cluster_048,0,1
rejected_global_cluster_000094,global_cluster_000105,merge_component_001374,below_global_cluster_salience_percentile,0.95,27,4,4,the Blood-sucker of Bexley Moor,bexley moor|the blood-sucker of bexley moor,chunk_000::cluster_148|chunk_000::cluster_149|chunk_001::cluster_058|chunk_001::cluster_059,0,1
rejected_global_cluster_000123,global_cluster_000134,merge_component_001389,below_global_cluster_salience_percentile,0.95,27,4,4,a madman,a madman,chunk_000::cluster_187|chunk_001::cluster_101|chunk_002::cluster_045|chunk_003::cluster_000,0,3
rejected_global_cluster_000126,global_cluster_000137,merge_component_001392,below_global_cluster_salience_percentile,0.95,27,4,4,a distant homestead,a distant homestead,chunk_000::cluster_193|chunk_001::cluster_107|chunk_002::cluster_056|chunk_003::cluster_010,0,3
rejected_global_cluster_000157,global_cluster_000168,merge_component_001403,below_global_cluster_salience_percentile,0.95,27,4,4,his enemies,his enemies,chunk_001::cluster_139|chunk_002::cluster_089|chunk_003::cluster_051|chunk_004::cluster_003,1,4
rejected_global_cluster_000159,global_cluster_000170,merge_component_001405,below_global_cluster_salience_percentile,0.95,27,4,4,the lanes,the lanes,chunk_001::cluster_144|chunk_002::cluster_094|chunk_003::cluster_055|chunk_004::cluster_010,1,4
rejected_global_cluster_000161,global_cluster_000172,merge_component_001406,below_global_cluster_salience_percentile,0.95,27,4,4,the guests,the guests,chunk_001::cluster_149|chunk_002::cluster_098|chunk_003::cluster_061|chunk_004::cluster_016,1,4
rejected_global_cluster_000162,global_cluster_000173,merge_component_001282,below_global_cluster_salience_percentile,0.95,27,4,4,Colonel Carbury,colonel carbury,chunk_001::cluster_150|chunk_002::cluster_099|chunk_003::cluster_062|chunk_004::cluster_018,1,4
rejected_global_cluster_000163,global_cluster_000174,merge_component_001283,below_global_cluster_salience_percentile,0.95,27,4,4,Lord Tattle,lord tattle,chunk_001::cluster_153|chunk_002::cluster_102|chunk_003::cluster_065|chunk_004::cluster_022,1,4
rejected_global_cluster_000165,global_cluster_000176,merge_component_001408,below_global_cluster_salience_percentile,0.95,27,4,4,his own first cousin,his own first cousin,chunk_001::cluster_156|chunk_002::cluster_106|chunk_003::cluster_070|chunk_004::cluster_027,1,4
rejected_global_cluster_000166,global_cluster_000177,merge_component_001285,below_global_cluster_salience_percentile,0.95,27,4,4,the Sieur de Bulkeley,the sieur de bulkeley,chunk_001::cluster_157|chunk_002::cluster_107|chunk_003::cluster_071|chunk_004::cluster_028,1,4
rejected_global_cluster_000169,global_cluster_000180,merge_component_001288,below_global_cluster_salience_percentile,0.95,27,4,4,the Bloodless Benedictine,the bloodless benedictine,chunk_001::cluster_163|chunk_002::cluster_112|chunk_003::cluster_075|chunk_004::cluster_032,1,4
rejected_global_cluster_000170,global_cluster_000181,merge_component_001410,below_global_cluster_salience_percentile,0.95,27,4,4,her nearest relations,her nearest relations,chunk_001::cluster_164|chunk_002::cluster_113|chunk_003::cluster_076|chunk_004::cluster_033,1,4
rejected_global_cluster_000171,global_cluster_000182,merge_component_001289,below_global_cluster_salience_percentile,0.95,27,4,4,her London apothecary,her london apothecary,chunk_001::cluster_165|chunk_002::cluster_114|chunk_003::cluster_077|chunk_004::cluster_034,1,4
rejected_global_cluster_000172,global_cluster_000183,merge_component_001290,below_global_cluster_salience_percentile,0.95,27,4,4,the Royal Bedchamber,the royal bedchamber,chunk_001::cluster_166|chunk_002::cluster_116|chunk_003::cluster_079|chunk_004::cluster_035,1,4
rejected_global_cluster_000179,global_cluster_000190,merge_component_001413,below_global_cluster_salience_percentile,0.95,27,4,4,the Stiltons,lord francis stilton|the stiltons,chunk_002::cluster_105|chunk_003::cluster_069|chunk_004::cluster_017|chunk_004::cluster_026,2,4
rejected_global_cluster_000217,global_cluster_000229,merge_component_001429,below_global_cluster_salience_percentile,0.95,27,2,4,them,them,chunk_003::cluster_130|chunk_005::cluster_078,3,5
rejected_global_cluster_000230,global_cluster_000243,merge_component_001168,below_global_cluster_salience_percentile,0.95,27,2,4,his,his,chunk_003::cluster_159|chunk_005::cluster_044,3,5
rejected_global_cluster_000253,global_cluster_000267,merge_component_001311,below_global_cluster_salience_percentile,0.95,27,4,4,God,god,chunk_004::cluster_136|chunk_004::cluster_139|chunk_005::cluster_075|chunk_005::cluster_080,4,5
rejected_global_cluster_000254,global_cluster_000268,merge_component_001209,below_global_cluster_salience_percentile,0.95,27,2,4,the hearse,the hearse,chunk_004::cluster_140|chunk_005::cluster_081,4,5
rejected_global_cluster_000259,global_cluster_000273,merge_component_001210,below_global_cluster_salience_percentile,0.95,27,2,4,the last carriage,the last carriage,chunk_004::cluster_147|chunk_005::cluster_089,4,5
rejected_global_cluster_000264,global_cluster_000278,merge_component_001451,below_global_cluster_salience_percentile,0.95,27,4,4,one of your London suburbs,one of your london suburbs|your london suburbs,chunk_004::cluster_164|chunk_004::cluster_165|chunk_005::cluster_110|chunk_005::cluster_111,4,5
rejected_global_cluster_000008,global_cluster_000013,merge_component_001214,below_global_cluster_salience_percentile,0.95,27,3,3,the Rev. Augustus Dampier,the rev. augustus dampier,chunk_000::cluster_015|chunk_004::cluster_152|chunk_005::cluster_096,0,5
rejected_global_cluster_000009,global_cluster_000014,merge_component_001333,below_global_cluster_salience_percentile,0.95,27,3,3,"a Fellow of King's College, Cambridge","a fellow of king's college, cambridge|cambridge|king's college, cambridge",chunk_000::cluster_016|chunk_000::cluster_017|chunk_000::cluster_018,0,0
rejected_global_cluster_000014,global_cluster_000019,merge_component_001338,below_global_cluster_salience_percentile,0.95,27,3,3,"a modern country, where we have everything that money can buy; and with all our spry young fellows","a modern country, where we have everything that money can buy; and with all our spry young fellows|all our spry young fellows|our spry young fellows",chunk_000::cluster_022|chunk_000::cluster_023|chunk_000::cluster_026,0,0
rejected_global_cluster_000047,global_cluster_000056,merge_component_001352,below_global_cluster_salience_percentile,0.95,27,3,3,the boys,delightful boys|the boys,chunk_000::cluster_070|chunk_001::cluster_143|chunk_002::cluster_093,0,2
rejected_global_cluster_000086,global_cluster_000097,merge_component_001370,below_global_cluster_salience_percentile,0.95,27,2,3,himself,himself,chunk_000::cluster_138|chunk_001::cluster_046,0,1
