local_mention_uid,local_cluster_uid,chunk_id,chunk_index,local_cluster_id,local_mention_id,local_start,local_end,global_start,global_end,text,head_local_i,head_global_i,zone,overlap_exact_span_key
chunk_000::cluster_000::mention_061,chunk_000::cluster_000,chunk_000,0,0,61,2279,2280,2279,2280,He,2279,2279,core,
chunk_000::cluster_000::mention_062,chunk_000::cluster_000,chunk_000,0,0,62,2301,2302,2301,2302,He,2301,2301,core,
chunk_000::cluster_000::mention_063,chunk_000::cluster_000,chunk_000,0,0,63,2308,2309,2308,2309,his,2308,2308,core,
chunk_000::cluster_000::mention_064,chunk_000::cluster_000,chunk_000,0,0,64,2327,2328,2327,2328,he,2327,2327,core,
chunk_000::cluster_000::mention_065,chunk_000::cluster_000,chunk_000,0,0,65,2335,2336,2335,2336,He,2335,2335,core,
chunk_000::cluster_000::mention_066,chunk_000::cluster_000,chunk_000,0,0,66,2338,2339,2338,2339,his,2338,2338,core,
chunk_000::cluster_000::mention_067,chunk_000::cluster_000,chunk_000,0,0,67,2348,2349,2348,2349,his,2348,2348,core,
chunk_000::cluster_000::mention_068,chunk_000::cluster_000,chunk_000,0,0,68,2362,2363,2362,2363,him,2362,2362,core,
chunk_000::cluster_000::mention_069,chunk_000::cluster_000,chunk_000,0,0,69,2363,2364,2363,2364,he,2363,2363,core,
chunk_000::cluster_000::mention_070,chunk_000::cluster_000,chunk_000,0,0,70,2426,2427,2426,2427,My,2426,2426,core,
chunk_000::cluster_000::mention_071,chunk_000::cluster_000,chunk_000,0,0,71,2432,2434,2432,2434,Mr. Otis,2433,2433,core,
chunk_000::cluster_000::mention_072,chunk_000::cluster_000,chunk_000,0,0,72,2436,2437,2436,2437,I,2436,2436,core,
chunk_000::cluster_000::mention_073,chunk_000::cluster_000,chunk_000,0,0,73,2494,2495,2494,2495,I,2494,2494,core,
chunk_000::cluster_000::mention_074,chunk_000::cluster_000,chunk_000,0,0,74,2525,2529,2525,2529,the United States Minister,2528,2528,core,
chunk_000::cluster_000::mention_075,chunk_000::cluster_000,chunk_000,0,0,75,2541,2542,2541,2542,his,2541,2541,core,
chunk_000::cluster_000::mention_076,chunk_000::cluster_000,chunk_000,0,0,76,2754,2755,2754,2755,he,2754,2754,core,
chunk_000::cluster_000::mention_077,chunk_000::cluster_000,chunk_000,0,0,77,3214,3218,3214,3218,The United States Minister,3217,3217,core,
chunk_000::cluster_000::mention_078,chunk_000::cluster_000,chunk_000,0,0,78,3226,3227,3226,3227,his,3226,3226,core,
chunk_000::cluster_000::mention_079,chunk_000::cluster_000,chunk_000,0,0,79,3234,3235,3234,3235,I,3234,3234,core,
chunk_000::cluster_000::mention_080,chunk_000::cluster_000,chunk_000,0,0,80,3240,3241,3240,3241,he,3240,3240,core,
chunk_000::cluster_000::mention_081,chunk_000::cluster_000,chunk_000,0,0,81,3253,3254,3253,3254,I,3253,3253,core,
chunk_000::cluster_000::mention_082,chunk_000::cluster_000,chunk_000,0,0,82,3270,3271,3270,3271,I,3270,3270,core,
chunk_000::cluster_000::mention_083,chunk_000::cluster_000,chunk_000,0,0,83,3312,3313,3312,3313,he,3312,3312,core,
chunk_000::cluster_000::mention_084,chunk_000::cluster_000,chunk_000,0,0,84,3406,3408,3406,3408,Mr. Otis,3407,3407,core,
chunk_000::cluster_000::mention_085,chunk_000::cluster_000,chunk_000,0,0,85,3686,3690,3686,3690,the United States Minister,3689,3689,core,
chunk_000::cluster_000::mention_086,chunk_000::cluster_000,chunk_000,0,0,86,3693,3694,3693,3694,his,3693,3693,core,
chunk_000::cluster_000::mention_087,chunk_000::cluster_000,chunk_000,0,0,87,3733,3735,3733,3735,Washington Otis,3734,3734,core,
chunk_000::cluster_000::mention_088,chunk_000::cluster_000,chunk_000,0,0,88,4260,4264,4260,4264,the United States Minister,4263,4263,right_overlap,4260:4264:the united states minister
chunk_000::cluster_000::mention_089,chunk_000::cluster_000,chunk_000,0,0,89,4265,4266,4265,4266,his,4265,4265,right_overlap,4265:4266:his
chunk_000::cluster_000::mention_090,chunk_000::cluster_000,chunk_000,0,0,90,4378,4380,4378,4380,Washington Otis,4379,4379,right_overlap,4378:4380:washington otis
chunk_000::cluster_000::mention_091,chunk_000::cluster_000,chunk_000,0,0,91,4410,4411,4410,4411,Washington,4410,4410,right_overlap,4410:4411:washington
chunk_000::cluster_000::mention_092,chunk_000::cluster_000,chunk_000,0,0,92,4445,4450,4445,4450,the reckless and foolhardy youth,4449,4449,right_overlap,4445:4450:the reckless and foolhardy youth
chunk_000::cluster_000::mention_093,chunk_000::cluster_000,chunk_000,0,0,93,4467,4471,4467,4471,the United States Minister,4470,4470,right_overlap,4467:4471:the united states minister
chunk_000::cluster_000::mention_094,chunk_000::cluster_000,chunk_000,0,0,94,4472,4473,4472,4473,his,4472,4472,right_overlap,4472:4473:his
chunk_000::cluster_000::mention_095,chunk_000::cluster_000,chunk_000,0,0,95,4492,4495,4492,4495,her trembling husband,4494,4494,right_overlap,4492:4495:her trembling husband
chunk_000::cluster_000::mention_096,chunk_000::cluster_000,chunk_000,0,0,96,4860,4866,4860,4866,the Minister for the United States,4862,4862,right_overlap,4860:4866:the minister for the united states
chunk_000::cluster_000::mention_097,chunk_000::cluster_000,chunk_000,0,0,97,5004,5006,5004,5006,luckless Washington,5004,5004,right_overlap,5004:5006:luckless washington
chunk_000::cluster_000::mention_098,chunk_000::cluster_000,chunk_000,0,0,98,5310,5312,5310,5312,the Minister,5311,5311,right_overlap,5310:5312:the minister
chunk_000::cluster_001::mention_000,chunk_000::cluster_001,chunk_000,0,1,0,6,9,6,9,the American Minister,8,8,core,
chunk_000::cluster_002::mention_000,chunk_000::cluster_002,chunk_000,0,2,0,6,13,6,13,"the American Minister, bought Canterville Chase",10,10,core,
chunk_000::cluster_003::mention_000,chunk_000::cluster_003,chunk_000,0,3,0,11,13,11,13,Canterville Chase,12,12,core,
chunk_000::cluster_003::mention_001,chunk_000::cluster_003,chunk_000,0,3,1,34,36,34,36,the place,35,35,core,
chunk_000::cluster_003::mention_002,chunk_000::cluster_003,chunk_000,0,3,2,83,85,83,85,the place,84,84,core,
chunk_000::cluster_003::mention_003,chunk_000::cluster_003,chunk_000,0,3,3,477,479,477,479,the house,478,478,core,
chunk_000::cluster_003::mention_004,chunk_000::cluster_003,chunk_000,0,3,4,521,523,521,523,Canterville Chase,522,522,core,
chunk_000::cluster_003::mention_005,chunk_000::cluster_003,chunk_000,0,3,5,893,895,893,895,Canterville Chase,894,894,core,
chunk_000::cluster_003::mention_006,chunk_000::cluster_003,chunk_000,0,3,6,1021,1023,1021,1023,Canterville Chase,1022,1022,core,
chunk_000::cluster_003::mention_007,chunk_000::cluster_003,chunk_000,0,3,7,1059,1061,1059,1061,the house,1060,1060,core,
chunk_000::cluster_003::mention_008,chunk_000::cluster_003,chunk_000,0,3,8,1152,1154,1152,1154,Canterville Chase,1153,1153,core,
chunk_000::cluster_003::mention_009,chunk_000::cluster_003,chunk_000,0,3,9,1407,1409,1407,1409,the Chase,1408,1408,core,
chunk_000::cluster_003::mention_010,chunk_000::cluster_003,chunk_000,0,3,10,1710,1712,1710,1712,the house,1711,1711,core,
chunk_000::cluster_003::mention_011,chunk_000::cluster_003,chunk_000,0,3,11,1763,1764,1763,1764,here,1763,1763,core,
chunk_000::cluster_003::mention_012,chunk_000::cluster_003,chunk_000,0,3,12,2055,2056,2055,2056,home,2055,2055,core,
chunk_000::cluster_003::mention_013,chunk_000::cluster_003,chunk_000,0,3,13,2659,2661,2659,2661,the house,2660,2660,core,
chunk_000::cluster_003::mention_014,chunk_000::cluster_003,chunk_000,0,3,14,3267,3269,3267,3269,the house,3268,3268,core,
chunk_000::cluster_003::mention_015,chunk_000::cluster_003,chunk_000,0,3,15,4344,4347,4344,4347,the old house,4346,4346,right_overlap,4344:4347:the old house
chunk_000::cluster_003::mention_016,chunk_000::cluster_003,chunk_000,0,3,16,4829,4831,4829,4831,the house,4830,4830,right_overlap,4829:4831:the house
chunk_000::cluster_004::mention_000,chunk_000::cluster_004,chunk_000,0,4,0,14,16,14,16,every one,15,15,core,
chunk_000::cluster_005::mention_000,chunk_000::cluster_005,chunk_000,0,5,0,41,43,41,43,Lord Canterville,42,42,core,
chunk_000::cluster_005::mention_001,chunk_000::cluster_005,chunk_000,0,5,1,43,44,43,44,himself,43,43,core,
chunk_000::cluster_005::mention_002,chunk_000::cluster_005,chunk_000,0,5,2,58,59,58,59,his,58,58,core,
chunk_000::cluster_005::mention_003,chunk_000::cluster_005,chunk_000,0,5,3,89,91,89,91,Lord Canterville,90,90,core,
chunk_000::cluster_005::mention_004,chunk_000::cluster_005,chunk_000,0,5,4,94,95,94,95,my,94,94,core,
chunk_000::cluster_005::mention_005,chunk_000::cluster_005,chunk_000,0,5,5,133,134,133,134,I,133,133,core,
chunk_000::cluster_005::mention_006,chunk_000::cluster_005,chunk_000,0,5,6,154,155,154,155,my,154,154,core,
chunk_000::cluster_005::mention_007,chunk_000::cluster_005,chunk_000,0,5,7,230,232,230,232,My Lord,231,231,core,
chunk_000::cluster_005::mention_008,chunk_000::cluster_005,chunk_000,0,5,8,284,285,284,285,your,284,284,core,
chunk_000::cluster_005::mention_009,chunk_000::cluster_005,chunk_000,0,5,9,336,337,336,337,I,336,336,core,
chunk_000::cluster_005::mention_010,chunk_000::cluster_005,chunk_000,0,5,10,345,347,345,347,Lord Canterville,346,346,core,
chunk_000::cluster_005::mention_011,chunk_000::cluster_005,chunk_000,0,5,11,406,408,406,408,Lord Canterville,407,407,core,
chunk_000::cluster_005::mention_012,chunk_000::cluster_005,chunk_000,0,5,12,416,417,416,417,sir,416,416,core,
chunk_000::cluster_005::mention_013,chunk_000::cluster_005,chunk_000,0,5,13,453,455,453,455,Lord Canterville,454,454,core,
chunk_000::cluster_005::mention_014,chunk_000::cluster_005,chunk_000,0,5,14,489,490,489,490,I,489,489,core,
chunk_000::cluster_005::mention_015,chunk_000::cluster_005,chunk_000,0,5,15,3950,3952,3950,3952,Lord Canterville,3951,3951,core,
chunk_000::cluster_006::mention_000,chunk_000::cluster_006,chunk_000,0,6,0,47,54,47,54,a man of the most punctilious honour,48,48,core,
chunk_000::cluster_007::mention_000,chunk_000::cluster_007,chunk_000,0,7,0,68,69,68,69,they,68,68,core,
chunk_000::cluster_008::mention_000,chunk_000::cluster_008,chunk_000,0,8,0,76,77,76,77,We,76,76,core,
chunk_000::cluster_008::mention_001,chunk_000::cluster_008,chunk_000,0,8,1,85,86,85,86,ourselves,85,85,core,
chunk_000::cluster_008::mention_002,chunk_000::cluster_008,chunk_000,0,8,2,193,194,193,194,our,193,193,core,
chunk_000::cluster_008::mention_003,chunk_000::cluster_008,chunk_000,0,8,3,199,200,199,200,us,199,199,core,
chunk_000::cluster_008::mention_004,chunk_000::cluster_008,chunk_000,0,8,4,260,261,260,261,we,260,260,core,
chunk_000::cluster_008::mention_005,chunk_000::cluster_008,chunk_000,0,8,5,307,308,307,308,we,307,307,core,
chunk_000::cluster_008::mention_006,chunk_000::cluster_008,chunk_000,0,8,6,321,322,321,322,our,321,321,core,
chunk_000::cluster_008::mention_007,chunk_000::cluster_008,chunk_000,0,8,7,389,390,389,390,our,389,389,core,
chunk_000::cluster_009::mention_000,chunk_000::cluster_009,chunk_000,0,9,0,94,96,94,96,my grandaunt,95,95,core,
chunk_000::cluster_010::mention_000,chunk_000::cluster_010,chunk_000,0,10,0,97,102,97,102,the Dowager Duchess of Bolton,99,99,core,
chunk_000::cluster_010::mention_001,chunk_000::cluster_010,chunk_000,0,10,1,111,112,111,112,she,111,111,core,
chunk_000::cluster_010::mention_002,chunk_000::cluster_010,chunk_000,0,10,2,123,124,123,124,her,123,123,core,
chunk_000::cluster_010::mention_003,chunk_000::cluster_010,chunk_000,0,10,3,126,127,126,127,she,126,126,core,
chunk_000::cluster_010::mention_004,chunk_000::cluster_010,chunk_000,0,10,4,188,190,188,190,the Duchess,189,189,core,
chunk_000::cluster_010::mention_007,chunk_000::cluster_010,chunk_000,0,10,7,1354,1358,1354,1358,Lady Eleanore de Canterville,1357,1357,core,
chunk_000::cluster_010::mention_008,chunk_000::cluster_010,chunk_000,0,10,8,1367,1368,1367,1368,her,1367,1367,core,
chunk_000::cluster_010::mention_009,chunk_000::cluster_010,chunk_000,0,10,9,1382,1383,1382,1383,her,1382,1382,core,
chunk_000::cluster_010::mention_010,chunk_000::cluster_010,chunk_000,0,10,10,2720,2723,2720,2723,the Dowager Duchess,2722,2722,core,
chunk_000::cluster_010::mention_011,chunk_000::cluster_010,chunk_000,0,10,11,2732,2733,2732,2733,she,2732,2732,core,
chunk_000::cluster_010::mention_012,chunk_000::cluster_010,chunk_000,0,10,12,2738,2739,2738,2739,her,2738,2738,core,
chunk_000::cluster_010::mention_014,chunk_000::cluster_010,chunk_000,0,10,14,4911,4914,4911,4914,his murdered wife,4913,4913,right_overlap,4911:4914:his murdered wife
chunk_000::cluster_011::mention_000,chunk_000::cluster_011,chunk_000,0,11,0,144,146,144,146,the ghost,145,145,core,
chunk_000::cluster_011::mention_001,chunk_000::cluster_011,chunk_000,0,11,1,245,247,245,247,the ghost,246,246,core,
chunk_000::cluster_011::mention_002,chunk_000::cluster_011,chunk_000,0,11,2,302,304,302,304,a ghost,303,303,core,
chunk_000::cluster_011::mention_003,chunk_000::cluster_011,chunk_000,0,11,3,339,341,339,341,the ghost,340,340,core,
chunk_000::cluster_011::mention_004,chunk_000::cluster_011,chunk_000,0,11,4,474,479,474,479,a ghost in the house,475,475,core,
chunk_000::cluster_011::mention_005,chunk_000::cluster_011,chunk_000,0,11,5,2371,2377,2371,2377,an old man of terrible aspect,2373,2373,core,
chunk_000::cluster_011::mention_006,chunk_000::cluster_011,chunk_000,0,11,6,2378,2379,2378,2379,His,2378,2378,core,
chunk_000::cluster_011::mention_007,chunk_000::cluster_011,chunk_000,0,11,7,2391,2392,2391,2392,his,2391,2391,core,
chunk_000::cluster_011::mention_008,chunk_000::cluster_011,chunk_000,0,11,8,2397,2398,2397,2398,his,2397,2397,core,
chunk_000::cluster_011::mention_009,chunk_000::cluster_011,chunk_000,0,11,9,2413,2414,2413,2414,his,2413,2413,core,
chunk_000::cluster_011::mention_010,chunk_000::cluster_011,chunk_000,0,11,10,2428,2429,2428,2429,sir,2428,2428,core,
chunk_000::cluster_011::mention_011,chunk_000::cluster_011,chunk_000,0,11,11,2441,2442,2441,2442,your,2441,2441,core,
chunk_000::cluster_011::mention_012,chunk_000::cluster_011,chunk_000,0,11,12,2449,2450,2449,2450,you,2449,2449,core,
chunk_000::cluster_011::mention_013,chunk_000::cluster_011,chunk_000,0,11,13,2500,2501,2500,2501,you,2500,2500,core,
chunk_000::cluster_011::mention_014,chunk_000::cluster_011,chunk_000,0,11,14,2512,2513,2512,2513,you,2512,2512,core,
chunk_000::cluster_011::mention_015,chunk_000::cluster_011,chunk_000,0,11,15,2517,2518,2517,2518,you,2517,2517,core,
chunk_000::cluster_011::mention_016,chunk_000::cluster_011,chunk_000,0,11,16,2552,2555,2552,2555,the Canterville ghost,2554,2554,core,
chunk_000::cluster_011::mention_017,chunk_000::cluster_011,chunk_000,0,11,17,2573,2574,2573,2574,he,2573,2573,core,
chunk_000::cluster_011::mention_018,chunk_000::cluster_011,chunk_000,0,11,18,2595,2596,2595,2596,he,2595,2595,core,
chunk_000::cluster_011::mention_019,chunk_000::cluster_011,chunk_000,0,11,19,2625,2626,2625,2626,his,2625,2625,core,
chunk_000::cluster_011::mention_020,chunk_000::cluster_011,chunk_000,0,11,20,2652,2653,2652,2653,he,2652,2652,core,
chunk_000::cluster_011::mention_021,chunk_000::cluster_011,chunk_000,0,11,21,2677,2678,2677,2678,he,2677,2677,core,
chunk_000::cluster_011::mention_022,chunk_000::cluster_011,chunk_000,0,11,22,2685,2686,2685,2686,his,2685,2685,core,
chunk_000::cluster_011::mention_023,chunk_000::cluster_011,chunk_000,0,11,23,2694,2695,2694,2695,his,2694,2694,core,
chunk_000::cluster_011::mention_024,chunk_000::cluster_011,chunk_000,0,11,24,2711,2712,2711,2712,he,2711,2711,core,
chunk_000::cluster_011::mention_025,chunk_000::cluster_011,chunk_000,0,11,25,2717,2718,2717,2718,He,2717,2717,core,
chunk_000::cluster_011::mention_026,chunk_000::cluster_011,chunk_000,0,11,26,2725,2726,2725,2726,he,2725,2725,core,
chunk_000::cluster_011::mention_027,chunk_000::cluster_011,chunk_000,0,11,27,2778,2779,2778,2779,he,2778,2778,core,
chunk_000::cluster_011::mention_028,chunk_000::cluster_011,chunk_000,0,11,28,2887,2888,2887,2888,He,2887,2887,core,
chunk_000::cluster_011::mention_029,chunk_000::cluster_011,chunk_000,0,11,29,2949,2951,2949,2951,the ghost,2950,2950,core,
chunk_000::cluster_011::mention_030,chunk_000::cluster_011,chunk_000,0,11,30,2958,2959,2958,2959,his,2958,2958,core,
chunk_000::cluster_011::mention_031,chunk_000::cluster_011,chunk_000,0,11,31,2964,2965,2964,2965,him,2964,2964,core,
chunk_000::cluster_011::mention_032,chunk_000::cluster_011,chunk_000,0,11,32,3052,3053,3052,3053,he,3052,3052,core,
chunk_000::cluster_011::mention_033,chunk_000::cluster_011,chunk_000,0,11,33,3055,3056,3055,3056,his,3055,3055,core,
chunk_000::cluster_011::mention_034,chunk_000::cluster_011,chunk_000,0,11,34,3064,3065,3064,3065,himself,3064,3064,core,
chunk_000::cluster_011::mention_035,chunk_000::cluster_011,chunk_000,0,11,35,3066,3067,3066,3067,he,3066,3066,core,
chunk_000::cluster_011::mention_036,chunk_000::cluster_011,chunk_000,0,11,36,3070,3071,3070,3071,his,3070,3070,core,
chunk_000::cluster_011::mention_037,chunk_000::cluster_011,chunk_000,0,11,37,3084,3085,3084,3085,his,3084,3084,core,
chunk_000::cluster_011::mention_038,chunk_000::cluster_011,chunk_000,0,11,38,3107,3108,3107,3108,he,3107,3107,core,
chunk_000::cluster_011::mention_039,chunk_000::cluster_011,chunk_000,0,11,39,3119,3120,3119,3120,his,3119,3119,core,
chunk_000::cluster_011::mention_040,chunk_000::cluster_011,chunk_000,0,11,40,3142,3143,3142,3143,him,3142,3142,core,
chunk_000::cluster_011::mention_041,chunk_000::cluster_011,chunk_000,0,11,41,3152,3153,3152,3153,his,3152,3152,core,
chunk_000::cluster_011::mention_042,chunk_000::cluster_011,chunk_000,0,11,42,3176,3177,3176,3177,he,3176,3176,core,
chunk_000::cluster_011::mention_043,chunk_000::cluster_011,chunk_000,0,11,43,3208,3210,3208,3210,the ghost,3209,3209,core,
chunk_000::cluster_011::mention_044,chunk_000::cluster_011,chunk_000,0,11,44,3246,3248,3246,3248,the ghost,3247,3247,core,
chunk_000::cluster_011::mention_045,chunk_000::cluster_011,chunk_000,0,11,45,3263,3264,3263,3264,he,3263,3263,core,
chunk_000::cluster_011::mention_046,chunk_000::cluster_011,chunk_000,0,11,46,3283,3284,3283,3284,"him,""--a",3283,3283,core,
chunk_000::cluster_011::mention_047,chunk_000::cluster_011,chunk_000,0,11,47,3317,3318,3317,3318,he,3317,3317,core,
chunk_000::cluster_011::mention_048,chunk_000::cluster_011,chunk_000,0,11,48,3332,3333,3332,3333,his,3332,3332,core,
chunk_000::cluster_011::mention_049,chunk_000::cluster_011,chunk_000,0,11,49,3335,3336,3335,3336,him,3335,3335,core,
chunk_000::cluster_011::mention_050,chunk_000::cluster_011,chunk_000,0,11,50,3563,3565,3563,3565,the ghost,3564,3564,core,
chunk_000::cluster_011::mention_051,chunk_000::cluster_011,chunk_000,0,11,51,3627,3630,3627,3630,the Canterville ghost,3629,3629,core,
chunk_000::cluster_011::mention_052,chunk_000::cluster_011,chunk_000,0,11,52,3632,3633,3632,3633,his,3632,3632,core,
chunk_000::cluster_011::mention_053,chunk_000::cluster_011,chunk_000,0,11,53,3641,3642,3641,3642,his,3641,3641,core,
chunk_000::cluster_011::mention_054,chunk_000::cluster_011,chunk_000,0,11,54,3662,3663,3662,3663,him,3662,3662,core,
chunk_000::cluster_011::mention_055,chunk_000::cluster_011,chunk_000,0,11,55,3691,3692,3691,3692,him,3691,3691,core,
