cluster_assertion_id,source_cluster_id,object_property_iri,target_cluster_id,support_relation_ids_json,aggregation_method,aggregated_score
assertion_3_deceives_9,3,https://example.org/narrative-character-ontology#deceives,9,"[""rel_3568_23079_3569"", ""rel_3937_24762_3939"", ""rel_7545_48016_7544""]",multi_label_noisy_or_by_cluster_pair,0.9366233093151394
assertion_3_trusts_9,3,https://example.org/narrative-character-ontology#trusts,9,"[""rel_726_6013_727"", ""rel_3699_23680_3703"", ""rel_5934_36922_5935"", ""rel_6521_40984_6522""]",multi_label_noisy_or_by_cluster_pair,0.9270940380292947
assertion_3_loves_9,3,https://example.org/narrative-character-ontology#loves,9,"[""rel_3838_24312_3840"", ""rel_5949_36992_5950"", ""rel_6575_41277_6576""]",multi_label_noisy_or_by_cluster_pair,0.7925271758604844
assertion_3_leavesPlace_10,3,https://example.org/narrative-character-ontology#leavesPlace,10,"[""rel_3511_22745_3512"", ""rel_3584_23151_3585"", ""rel_3604_23268_3605"", ""rel_3638_23423_3639"", ""rel_3675_23600_3674"", ""rel_3689_23656_3693""]",multi_label_noisy_or_by_cluster_pair,0.9794533809136937
assertion_3_travelsTo_11,3,https://example.org/narrative-character-ontology#travelsTo,11,"[""rel_318_3402_319"", ""rel_651_5703_652"", ""rel_679_5819_681"", ""rel_2939_19431_2938"", ""rel_2949_19492_2950"", ""rel_3481_22435_3483""]",multi_label_noisy_or_by_cluster_pair,0.9992683064690352
assertion_3_leavesPlace_11,3,https://example.org/narrative-character-ontology#leavesPlace,11,"[""rel_2130_14538_2131"", ""rel_2224_15118_2230"", ""rel_2695_17960_2697"", ""rel_3625_23371_3627"", ""rel_6571_41260_6573""]",multi_label_noisy_or_by_cluster_pair,0.995332960387808
assertion_3_guides_14,3,https://example.org/narrative-character-ontology#guides,14,"[""rel_643_5674_646"", ""rel_881_6933_883"", ""rel_1081_8077_1083"", ""rel_1133_8432_1135"", ""rel_2704_18018_2706"", ""rel_3675_23600_3677"", ""rel_3694_23663_3696""]",multi_label_noisy_or_by_cluster_pair,0.94613084338569
assertion_3_trusts_14,3,https://example.org/narrative-character-ontology#trusts,14,"[""rel_571_5200_572"", ""rel_818_6551_820"", ""rel_933_7170_935"", ""rel_2645_17709_2647"", ""rel_3686_23646_3688"", ""rel_6521_40984_6523"", ""rel_6930_43817_6931"", ""rel_6937_43834_6938""]",multi_label_noisy_or_by_cluster_pair,0.9381190082204711
assertion_3_distrusts_14,3,https://example.org/narrative-character-ontology#distrusts,14,"[""rel_1016_7612_1017"", ""rel_1807_12167_1809""]",multi_label_noisy_or_by_cluster_pair,0.9041245406789605
assertion_3_attacks_14,3,https://example.org/narrative-character-ontology#attacks,14,"[""rel_1631_11118_1632"", ""rel_1635_11131_1636""]",multi_label_noisy_or_by_cluster_pair,0.8060571045364795
assertion_3_trusts_15,3,https://example.org/narrative-character-ontology#trusts,15,"[""rel_1213_8820_1215"", ""rel_2667_17803_2668"", ""rel_2905_19225_2906"", ""rel_2924_19340_2925""]",multi_label_noisy_or_by_cluster_pair,0.7628654113957555
assertion_3_loves_17,3,https://example.org/narrative-character-ontology#loves,17,"[""rel_2370_15902_2373"", ""rel_5233_32654_5234"", ""rel_5242_32717_5243""]",multi_label_noisy_or_by_cluster_pair,0.8115070937061197
assertion_3_usesObject_21,3,https://example.org/narrative-character-ontology#usesObject,21,"[""rel_2747_18339_2749"", ""rel_2905_19225_2907"", ""rel_2924_19340_2926"", ""rel_3346_21685_3348""]",multi_label_noisy_or_by_cluster_pair,0.9448887583238654
assertion_4_heals_3,4,https://example.org/narrative-character-ontology#heals,3,"[""rel_463_4288_464"", ""rel_2455_16508_2457"", ""rel_3062_20171_3063""]",multi_label_noisy_or_by_cluster_pair,0.8132407781947457
assertion_4_curses_3,4,https://example.org/narrative-character-ontology#curses,3,"[""rel_740_6077_741"", ""rel_2783_18566_2784""]",multi_label_noisy_or_by_cluster_pair,0.796856376625164
assertion_5_empowers_3,5,https://example.org/narrative-character-ontology#empowers,3,"[""rel_329_3449_330"", ""rel_350_3557_351""]",multi_label_noisy_or_by_cluster_pair,0.7921058902752101
assertion_5_heals_3,5,https://example.org/narrative-character-ontology#heals,3,"[""rel_529_4905_530"", ""rel_531_4913_532""]",multi_label_noisy_or_by_cluster_pair,0.7621388102748591
assertion_7_empowers_9,7,https://example.org/narrative-character-ontology#empowers,9,"[""rel_5496_34039_5498"", ""rel_5517_34161_5519"", ""rel_5531_34227_5533"", ""rel_5710_35150_5712""]",multi_label_noisy_or_by_cluster_pair,0.8378290004517337
assertion_7_locatedIn_11,7,https://example.org/narrative-character-ontology#locatedIn,11,"[""rel_5405_33642_5407"", ""rel_5918_36836_5919""]",multi_label_noisy_or_by_cluster_pair,1.0
assertion_9_rulesOver_2,9,https://example.org/narrative-character-ontology#rulesOver,2,"[""rel_5397_33614_5401"", ""rel_5979_37222_5980""]",multi_label_noisy_or_by_cluster_pair,0.8335475528334979
assertion_9_guides_3,9,https://example.org/narrative-character-ontology#guides,3,"[""rel_320_3412_321"", ""rel_683_5830_684"", ""rel_1002_7530_1003"", ""rel_1253_8979_1254"", ""rel_3576_23104_3577"", ""rel_3635_23417_3636"", ""rel_3739_23787_3740"", ""rel_6134_38451_6135""]",multi_label_noisy_or_by_cluster_pair,0.9792675308393503
assertion_9_trusts_3,9,https://example.org/narrative-character-ontology#trusts,3,"[""rel_2943_19460_2944"", ""rel_3476_22405_3477"", ""rel_3965_24883_3966"", ""rel_5395_33604_5396"", ""rel_6117_38339_6118"", ""rel_6153_38712_6154""]",multi_label_noisy_or_by_cluster_pair,0.975327415268162
assertion_9_deceives_3,9,https://example.org/narrative-character-ontology#deceives,3,"[""rel_693_5863_694"", ""rel_3558_23039_3559"", ""rel_5699_35091_5700"", ""rel_6164_38792_6166""]",multi_label_noisy_or_by_cluster_pair,0.9674864918729489
assertion_9_loves_3,9,https://example.org/narrative-character-ontology#loves,3,"[""rel_1863_12404_1864"", ""rel_3863_24432_3864"", ""rel_6103_38240_6104"", ""rel_6530_41014_6532""]",multi_label_noisy_or_by_cluster_pair,0.9225924102755101
assertion_9_commands_3,9,https://example.org/narrative-character-ontology#commands,3,"[""rel_1242_8932_1243"", ""rel_3022_19913_3023"", ""rel_3562_23052_3563""]",multi_label_noisy_or_by_cluster_pair,0.898747831089946
assertion_9_threatens_3,9,https://example.org/narrative-character-ontology#threatens,3,"[""rel_3591_23194_3592"", ""rel_3748_23819_3750""]",multi_label_noisy_or_by_cluster_pair,0.8953414292179405
assertion_9_fears_3,9,https://example.org/narrative-character-ontology#fears,3,"[""rel_3448_22307_3449"", ""rel_3450_22317_3451""]",multi_label_noisy_or_by_cluster_pair,0.847852155225113
assertion_9_usesObject_7,9,https://example.org/narrative-character-ontology#usesObject,7,"[""rel_5397_33614_5398"", ""rel_5439_33791_5440"", ""rel_5448_33836_5449"", ""rel_5579_34463_5581"", ""rel_5579_34463_5583"", ""rel_5690_35043_5691"", ""rel_5703_35123_5704"", ""rel_5737_35435_5738"", ""rel_5959_37046_5960""]",multi_label_noisy_or_by_cluster_pair,0.9963319578834124
assertion_9_rulesOver_11,9,https://example.org/narrative-character-ontology#rulesOver,11,"[""rel_2959_19553_2960"", ""rel_3143_20641_3144""]",multi_label_noisy_or_by_cluster_pair,0.946336866717604
assertion_9_leavesPlace_11,9,https://example.org/narrative-character-ontology#leavesPlace,11,"[""rel_5780_35845_5781"", ""rel_5780_35845_5782"", ""rel_6148_38577_6149"", ""rel_6275_39528_6277""]",multi_label_noisy_or_by_cluster_pair,0.9197678790514275
assertion_9_guides_14,9,https://example.org/narrative-character-ontology#guides,14,"[""rel_683_5830_685"", ""rel_1002_7530_1004"", ""rel_1253_8979_1255"", ""rel_6280_39543_6282""]",multi_label_noisy_or_by_cluster_pair,0.7994400781874758
assertion_9_trusts_14,9,https://example.org/narrative-character-ontology#trusts,14,"[""rel_1748_11831_1749"", ""rel_2992_19758_2993"", ""rel_3739_23787_3741""]",multi_label_noisy_or_by_cluster_pair,0.7801031734982091
assertion_9_deceives_14,9,https://example.org/narrative-character-ontology#deceives,14,"[""rel_693_5863_695"", ""rel_3463_22368_3464""]",multi_label_noisy_or_by_cluster_pair,0.7510498344633456
assertion_9_guides_15,9,https://example.org/narrative-character-ontology#guides,15,"[""rel_2396_16047_2397"", ""rel_5397_33614_5399""]",multi_label_noisy_or_by_cluster_pair,0.7722018279157931
assertion_14_trusts_3,14,https://example.org/narrative-character-ontology#trusts,3,"[""rel_597_5397_598"", ""rel_2210_15063_2212"", ""rel_2363_15889_2364"", ""rel_2673_17813_2675"", ""rel_2715_18145_2716"", ""rel_3690_23656_3691"", ""rel_3700_23680_3701"", ""rel_4870_30293_4873""]",multi_label_noisy_or_by_cluster_pair,0.9892698269767465
assertion_14_guides_3,14,https://example.org/narrative-character-ontology#guides,3,"[""rel_623_5570_624"", ""rel_680_5819_682"", ""rel_689_5851_690"", ""rel_847_6737_848"", ""rel_1051_7880_1052"", ""rel_1062_7954_1063"", ""rel_2433_16407_2434"", ""rel_2534_16929_2535"", ""rel_2790_18590_2791""]",multi_label_noisy_or_by_cluster_pair,0.9825657791437493
assertion_14_distrusts_3,14,https://example.org/narrative-character-ontology#distrusts,3,"[""rel_644_5674_645"", ""rel_851_6755_852""]",multi_label_noisy_or_by_cluster_pair,0.9469540380583203
assertion_14_follows_3,14,https://example.org/narrative-character-ontology#follows,3,"[""rel_927_7150_928"", ""rel_6491_40857_6493"", ""rel_6762_42460_6763""]",multi_label_noisy_or_by_cluster_pair,0.9366632526208414
assertion_14_deceives_3,14,https://example.org/narrative-character-ontology#deceives,3,"[""rel_1324_9428_1326"", ""rel_3157_20699_3159""]",multi_label_noisy_or_by_cluster_pair,0.9281508322446486
assertion_14_betrays_3,14,https://example.org/narrative-character-ontology#betrays,3,"[""rel_4046_25283_4047"", ""rel_6647_41654_6648""]",multi_label_noisy_or_by_cluster_pair,0.9203558819419556
assertion_14_guides_9,14,https://example.org/narrative-character-ontology#guides,9,"[""rel_1727_11736_1728"", ""rel_3295_21508_3297"", ""rel_3300_21527_3302"", ""rel_5062_31448_5064""]",multi_label_noisy_or_by_cluster_pair,0.7805239354377833
assertion_14_travelsTo_11,14,https://example.org/narrative-character-ontology#travelsTo,11,"[""rel_680_5819_681"", ""rel_1262_9037_1263"", ""rel_3157_20699_3163""]",multi_label_noisy_or_by_cluster_pair,0.9871074266155516
assertion_14_leavesPlace_11,14,https://example.org/narrative-character-ontology#leavesPlace,11,"[""rel_2225_15118_2230"", ""rel_2244_15195_2246"", ""rel_4062_25391_4065""]",multi_label_noisy_or_by_cluster_pair,0.9574552654475829
assertion_14_rulesOver_11,14,https://example.org/narrative-character-ontology#rulesOver,11,"[""rel_6276_39528_6277"", ""rel_6330_39754_6331""]",multi_label_noisy_or_by_cluster_pair,0.8624272185412432
assertion_14_usesObject_22,14,https://example.org/narrative-character-ontology#usesObject,22,"[""rel_3233_21302_3236"", ""rel_4062_25391_4063"", ""rel_4074_25431_4075""]",multi_label_noisy_or_by_cluster_pair,0.8573445992138167
assertion_14_usesObject_23,14,https://example.org/narrative-character-ontology#usesObject,23,"[""rel_4062_25391_4064"", ""rel_4074_25431_4076"", ""rel_4293_26569_4297""]",multi_label_noisy_or_by_cluster_pair,0.8337435737819069
assertion_15_travelsTo_2,15,https://example.org/narrative-character-ontology#travelsTo,2,"[""rel_5471_33921_5472"", ""rel_6339_39831_6340""]",multi_label_noisy_or_by_cluster_pair,0.8219004601740004
assertion_15_travelsTo_11,15,https://example.org/narrative-character-ontology#travelsTo,11,"[""rel_457_4243_458"", ""rel_1005_7537_1006"", ""rel_1931_12823_1932"", ""rel_2178_14918_2179"", ""rel_2291_15495_2292"", ""rel_2318_15630_2319"", ""rel_2394_16039_2395"", ""rel_2840_18800_2842"", ""rel_2879_19048_2881"", ""rel_4966_30846_4967"", ""rel_5009_31101_5010"", ""rel_5406_33642_5407"", ""rel_6964_43979_6965""]",multi_label_noisy_or_by_cluster_pair,0.9999999970401342
assertion_15_leavesPlace_11,15,https://example.org/narrative-character-ontology#leavesPlace,11,"[""rel_3111_20483_3113"", ""rel_6549_41143_6550""]",multi_label_noisy_or_by_cluster_pair,0.984263138229429
assertion_15_travelsTo_13,15,https://example.org/narrative-character-ontology#travelsTo,13,"[""rel_1273_9090_1274"", ""rel_2017_13461_2018"", ""rel_2036_13630_2037"", ""rel_2036_13630_2038"", ""rel_2273_15376_2274"", ""rel_2279_15402_2280"", ""rel_2836_18783_2838"", ""rel_2847_18848_2849""]",multi_label_noisy_or_by_cluster_pair,0.9999784328514378
assertion_15_travelsTo_16,15,https://example.org/narrative-character-ontology#travelsTo,16,"[""rel_1018_7642_1019"", ""rel_1271_9084_1272"", ""rel_1330_9446_1331"", ""rel_2021_13504_2022"", ""rel_6661_41743_6662"", ""rel_7024_44431_7025""]",multi_label_noisy_or_by_cluster_pair,0.9955761198488107
assertion_17_trusts_3,17,https://example.org/narrative-character-ontology#trusts,3,"[""rel_2674_17813_2675"", ""rel_7200_45732_7201""]",multi_label_noisy_or_by_cluster_pair,0.8427512812170161
assertion_17_usesObject_4,17,https://example.org/narrative-character-ontology#usesObject,4,"[""rel_1606_10998_1607"", ""rel_1666_11323_1667"", ""rel_2029_13586_2030""]",multi_label_noisy_or_by_cluster_pair,0.8544889760419138
assertion_17_leavesPlace_11,17,https://example.org/narrative-character-ontology#leavesPlace,11,"[""rel_2226_15118_2230"", ""rel_2245_15195_2246"", ""rel_5248_32788_5249""]",multi_label_noisy_or_by_cluster_pair,0.8819917269320648
assertion_17_leavesPlace_16,17,https://example.org/narrative-character-ontology#leavesPlace,16,"[""rel_1894_12605_1895"", ""rel_3406_22086_3407"", ""rel_5315_33188_5319""]",multi_label_noisy_or_by_cluster_pair,0.8667176917395865
assertion_21_locatedIn_11,21,https://example.org/narrative-character-ontology#locatedIn,11,"[""rel_2841_18800_2842"", ""rel_2880_19048_2881"", ""rel_3112_20483_3113"", ""rel_3210_20999_3214"", ""rel_3321_21586_3323""]",multi_label_noisy_or_by_cluster_pair,1.0
assertion_21_locatedIn_13,21,https://example.org/narrative-character-ontology#locatedIn,13,"[""rel_2837_18783_2838"", ""rel_2848_18848_2849""]",multi_label_noisy_or_by_cluster_pair,1.0
assertion_22_locatedIn_11,22,https://example.org/narrative-character-ontology#locatedIn,11,"[""rel_3211_20999_3214"", ""rel_3322_21586_3323""]",multi_label_noisy_or_by_cluster_pair,1.0
