row_index,local_cluster_uid,cluster_canonical_name,mention_text,mention_key,matched_anchor,matched_anchor_key,matched_anchor_n_mentions,match_score,match_method
2405,chunk_002::cluster_014,the old woman,the other,other,the others,others,63,0.9090909090909091,fuzzy
2407,chunk_002::cluster_014,the old woman,his friend,his friend,his friends,his friends,121,0.9523809523809523,fuzzy
2412,chunk_002::cluster_014,the old woman,the Wicked Witch of the East,wicked witch of the east,the Wicked Witch,wicked witch,103,0.4,token_subset
2415,chunk_002::cluster_014,the old woman,the Wicked Witch,wicked witch,the Wicked Witch,wicked witch,103,1.0,exact
2416,chunk_002::cluster_014,the old woman,the Wicked Witch of the East,wicked witch of the east,the Wicked Witch,wicked witch,103,0.4,token_subset
2420,chunk_002::cluster_014,the old woman,The Wicked Witch,wicked witch,the Wicked Witch,wicked witch,103,1.0,exact
2421,chunk_002::cluster_014,the old woman,the Wicked Witch,wicked witch,the Wicked Witch,wicked witch,103,1.0,exact
2425,chunk_002::cluster_014,the old woman,the Good Witch,good witch,a witch,witch,547,0.5,token_subset
2481,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2482,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2483,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2484,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2486,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2487,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2489,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2490,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2492,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2503,chunk_002::cluster_035,the Lion,Little Toto,little toto,Toto,toto,273,0.5,token_subset
2509,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2513,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2542,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2596,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2615,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2621,chunk_002::cluster_035,the Lion,Toto,toto,Toto,toto,273,1.0,exact
2743,chunk_003::cluster_000,the Scarecrow,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
2896,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
2901,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
2904,chunk_003::cluster_003,the Lion,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
2909,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
2990,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
2993,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
2994,chunk_003::cluster_003,the Lion,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
2995,chunk_003::cluster_003,the Lion,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
2996,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3003,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3009,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3013,chunk_003::cluster_003,the Lion,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3081,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3084,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3099,chunk_003::cluster_003,the Lion,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3103,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3120,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3121,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3128,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3134,chunk_003::cluster_003,the Lion,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3147,chunk_003::cluster_003,the Lion,The Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3155,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3159,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3171,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3184,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3202,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3217,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3221,chunk_003::cluster_003,the Lion,The Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3227,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3240,chunk_003::cluster_003,the Lion,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3241,chunk_003::cluster_003,the Lion,The Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3248,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3252,chunk_003::cluster_003,the Lion,The Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3253,chunk_003::cluster_003,the Lion,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3256,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3257,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3260,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3261,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3265,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3268,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3284,chunk_003::cluster_003,the Lion,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3425,chunk_003::cluster_011,the old woman,the Wicked Witch of the East,wicked witch of the east,the Wicked Witch,wicked witch,103,0.4,token_subset
3428,chunk_003::cluster_011,the old woman,the Wicked Witch,wicked witch,the Wicked Witch,wicked witch,103,1.0,exact
3431,chunk_003::cluster_011,the old woman,the Wicked Witch of the East,wicked witch of the east,the Wicked Witch,wicked witch,103,0.4,token_subset
3436,chunk_003::cluster_011,the old woman,The Wicked Witch,wicked witch,the Wicked Witch,wicked witch,103,1.0,exact
3437,chunk_003::cluster_011,the old woman,the Wicked Witch,wicked witch,the Wicked Witch,wicked witch,103,1.0,exact
3448,chunk_003::cluster_011,the old woman,the Good Witch,good witch,a witch,witch,547,0.5,token_subset
3524,chunk_003::cluster_034,the river,the Emerald City,emerald city,the Emerald City,emerald city,263,1.0,exact
3527,chunk_003::cluster_034,the river,the Emerald City,emerald city,the Emerald City,emerald city,263,1.0,exact
3533,chunk_003::cluster_034,the river,the Emerald City,emerald city,the Emerald City,emerald city,263,1.0,exact
3535,chunk_003::cluster_034,the river,the Emerald City,emerald city,the Emerald City,emerald city,263,1.0,exact
3540,chunk_003::cluster_034,the river,the Emerald City,emerald city,the Emerald City,emerald city,263,1.0,exact
3643,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3644,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3652,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3659,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3661,chunk_004::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3674,chunk_004::cluster_000,Dorothy,The Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3682,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3689,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3692,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3696,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3702,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3717,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3718,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3719,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3721,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3723,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3726,chunk_004::cluster_000,Dorothy,The Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3727,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3728,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3736,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3740,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3741,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3744,chunk_004::cluster_000,Dorothy,The Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3746,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3749,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3750,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3752,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3754,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3757,chunk_004::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3758,chunk_004::cluster_000,Dorothy,The Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3760,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3765,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3766,chunk_004::cluster_000,Dorothy,The Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3767,chunk_004::cluster_000,Dorothy,the Woodman,woodman,the Tin Woodman,tin woodman,331,0.5,token_subset
3770,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3773,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3778,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3781,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
3782,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3783,chunk_004::cluster_000,Dorothy,the Tin Woodman,tin woodman,the Tin Woodman,tin woodman,331,1.0,exact
3785,chunk_004::cluster_000,Dorothy,the Scarecrow,scarecrow,the Scarecrow,scarecrow,1259,1.0,exact
