global_cluster_uid,n_local_clusters,n_mentions,canonical_name,canonical_names,local_cluster_uids,chunk_min,chunk_max
global_cluster_000010,22,273,the Emerald City,"a lovely, sunny country that seemed to beckon them on to the emerald city|the emerald city|the river|the ruler of the emerald city|the streets of the emerald city",chunk_000::cluster_092|chunk_001::cluster_021|chunk_002::cluster_034|chunk_003::cluster_070|chunk_004::cluster_027|chunk_004::cluster_034|chunk_005::cluster_003|chunk_006::cluster_017|chunk_006::cluster_058|chunk_007::cluster_009|chunk_008::cluster_039|chunk_008::cluster_040|chunk_009::cluster_071|chunk_010::cluster_037|chunk_011::cluster_026|chunk_011::cluster_039|chunk_012::cluster_010|chunk_012::cluster_067|chunk_013::cluster_005|chunk_013::cluster_017|chunk_014::cluster_099|chunk_015::cluster_058,0,15
global_cluster_000011,14,141,the Winkies,the country of the winkies|the land of the winkies|the winkies,chunk_000::cluster_089|chunk_001::cluster_014|chunk_007::cluster_094|chunk_007::cluster_103|chunk_007::cluster_104|chunk_008::cluster_046|chunk_008::cluster_065|chunk_008::cluster_067|chunk_009::cluster_015|chunk_010::cluster_010|chunk_011::cluster_037|chunk_014::cluster_103|chunk_015::cluster_033|chunk_015::cluster_062,0,15
global_cluster_000012,17,658,the Wicked Witch,"a witch|the slaves of the wicked witch|the wicked witch|the wicked witch of the west|the witch|the yellow winkies, who were the slaves of the wicked witch|witch",chunk_000::cluster_104|chunk_000::cluster_133|chunk_000::cluster_136|chunk_001::cluster_055|chunk_006::cluster_101|chunk_007::cluster_061|chunk_008::cluster_001|chunk_008::cluster_009|chunk_008::cluster_035|chunk_008::cluster_089|chunk_008::cluster_090|chunk_009::cluster_006|chunk_009::cluster_041|chunk_010::cluster_000|chunk_011::cluster_035|chunk_014::cluster_106|chunk_015::cluster_063,0,15
global_cluster_000013,17,86,the road,no road|several roads|the road|the road of yellow brick|well-paved roads,chunk_000::cluster_106|chunk_000::cluster_109|chunk_001::cluster_035|chunk_001::cluster_038|chunk_002::cluster_028|chunk_003::cluster_026|chunk_004::cluster_002|chunk_005::cluster_009|chunk_006::cluster_016|chunk_007::cluster_101|chunk_008::cluster_044|chunk_009::cluster_076|chunk_010::cluster_041|chunk_012::cluster_089|chunk_013::cluster_041|chunk_014::cluster_074|chunk_015::cluster_029,0,15
global_cluster_000014,17,1156,the Scarecrow,a good scarecrow|a scarecrow|the scarecrow|the truck|the winged monkeys had tossed the scarecrow|the witch said to the scarecrow,chunk_000::cluster_145|chunk_001::cluster_101|chunk_002::cluster_000|chunk_002::cluster_025|chunk_003::cluster_000|chunk_005::cluster_002|chunk_006::cluster_006|chunk_006::cluster_007|chunk_007::cluster_001|chunk_009::cluster_002|chunk_010::cluster_026|chunk_010::cluster_031|chunk_013::cluster_001|chunk_013::cluster_096|chunk_014::cluster_044|chunk_014::cluster_095|chunk_015::cluster_054,0,15
global_cluster_000015,14,971,the travelers,every one of the travelers|the four travelers|the travelers|travelers,chunk_001::cluster_071|chunk_002::cluster_004|chunk_003::cluster_005|chunk_004::cluster_003|chunk_005::cluster_001|chunk_009::cluster_005|chunk_009::cluster_073|chunk_010::cluster_011|chunk_010::cluster_039|chunk_012::cluster_090|chunk_013::cluster_002|chunk_013::cluster_042|chunk_014::cluster_001|chunk_015::cluster_016,1,15
global_cluster_000016,22,115,the forest,king of the forest|the beasts of the forest|the depths of the forest|the forest|the people who walked in the forest|the policemen of the forest|this part of the forest,chunk_001::cluster_114|chunk_002::cluster_033|chunk_003::cluster_006|chunk_003::cluster_032|chunk_003::cluster_060|chunk_004::cluster_008|chunk_004::cluster_020|chunk_005::cluster_031|chunk_006::cluster_019|chunk_007::cluster_054|chunk_010::cluster_059|chunk_010::cluster_064|chunk_011::cluster_004|chunk_011::cluster_008|chunk_013::cluster_061|chunk_013::cluster_062|chunk_014::cluster_004|chunk_014::cluster_006|chunk_014::cluster_065|chunk_015::cluster_003|chunk_015::cluster_012|chunk_015::cluster_014,1,15
global_cluster_000017,15,1254,the Lion,a cowardly lion|any other lions|the lion,chunk_002::cluster_035|chunk_003::cluster_003|chunk_004::cluster_001|chunk_007::cluster_021|chunk_007::cluster_088|chunk_008::cluster_018|chunk_008::cluster_024|chunk_009::cluster_008|chunk_010::cluster_004|chunk_011::cluster_016|chunk_012::cluster_035|chunk_014::cluster_000|chunk_014::cluster_060|chunk_015::cluster_000|chunk_015::cluster_007,2,15
global_cluster_000018,4,101,the Princess,a princess|the princess,chunk_003::cluster_068|chunk_004::cluster_032|chunk_013::cluster_031|chunk_014::cluster_027,3,14
global_cluster_000019,9,304,the Tin Woodman,a woodman|some of the monkeys seized the tin woodman|the tin woodman,chunk_005::cluster_005|chunk_006::cluster_003|chunk_007::cluster_036|chunk_007::cluster_086|chunk_008::cluster_020|chunk_009::cluster_030|chunk_010::cluster_016|chunk_013::cluster_008|chunk_014::cluster_002,5,14
global_cluster_000020,2,110,the man,the man,chunk_005::cluster_058|chunk_006::cluster_036,5,6
global_cluster_000021,1,99,the people,the people,chunk_006::cluster_008,6,6
global_cluster_000022,1,66,those people,those people,chunk_007::cluster_010,7,7
global_cluster_000023,7,67,strangers,strangers|the strangers,chunk_008::cluster_029|chunk_009::cluster_004|chunk_012::cluster_093|chunk_013::cluster_045|chunk_013::cluster_063|chunk_013::cluster_089|chunk_014::cluster_007,8,14
global_cluster_000024,7,109,the Winged Monkeys,a winged monkey|the winged monkeys,chunk_008::cluster_071|chunk_009::cluster_019|chunk_010::cluster_088|chunk_011::cluster_029|chunk_011::cluster_036|chunk_014::cluster_072|chunk_015::cluster_026,8,15
global_cluster_000025,3,65,my grandfather,his band|my grandfather,chunk_010::cluster_078|chunk_011::cluster_022|chunk_011::cluster_025,10,11
global_cluster_000026,1,61,the others,the others,chunk_012::cluster_041,12,12
global_cluster_000027,3,83,the monster,the man|the monster,chunk_014::cluster_031|chunk_015::cluster_005|chunk_015::cluster_019,14,15
global_cluster_000028,3,143,Glinda,glinda|the farmer's wife,chunk_014::cluster_081|chunk_015::cluster_001|chunk_015::cluster_037,14,15
