cluster_assertion_id,source_cluster_id,object_property_iri,target_cluster_id,support_assignment_ids_json,aggregation_method,aggregated_score
src_4_prop_guides_tgt_48,4,https://example.org/nlp-sdai/narrative-entity-ontology#guides,48,"[""pred_3492_srcm_507_tgtm_509""]",sum_softmax_by_cluster_pair,0.46643687931481526
src_4_prop_holdsAttitudeToward_tgt_54,4,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,54,"[""pred_2592_srcm_329_tgtm_331""]",sum_softmax_by_cluster_pair,0.30735367815141273
src_6_prop_containedInPlace_tgt_52,6,https://example.org/nlp-sdai/narrative-entity-ontology#containedInPlace,52,"[""pred_36184_srcm_7214_tgtm_7216""]",sum_softmax_by_cluster_pair,0.4223047984639053
src_7_prop_containsPlace_tgt_59,7,https://example.org/nlp-sdai/narrative-entity-ontology#containsPlace,59,"[""pred_21739_srcm_4195_tgtm_4196""]",sum_softmax_by_cluster_pair,0.3810357705054396
src_8_prop_locatedIn_tgt_1,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,1,"[""pred_5123_srcm_811_tgtm_812"", ""pred_6551_srcm_1090_tgtm_1093"", ""pred_6611_srcm_1102_tgtm_1103"", ""pred_21656_srcm_4159_tgtm_4161"", ""pred_21685_srcm_4172_tgtm_4177"", ""pred_22875_srcm_4394_tgtm_4397"", ""pred_23455_srcm_4512_tgtm_4514"", ""pred_41232_srcm_8207_tgtm_8208"", ""pred_46950_srcm_9233_tgtm_9234""]",sum_softmax_by_cluster_pair,9.0
src_8_prop_holdsAttitudeToward_tgt_2,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,2,"[""pred_47638_srcm_9383_tgtm_9384""]",sum_softmax_by_cluster_pair,0.40378599865835707
src_8_prop_holdsAttitudeToward_tgt_3,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,3,"[""pred_6933_srcm_1178_tgtm_1180""]",sum_softmax_by_cluster_pair,0.3130968786336154
src_8_prop_holdsAttitudeToward_tgt_4,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,4,"[""pred_25082_srcm_4911_tgtm_4912"", ""pred_30752_srcm_6044_tgtm_6045""]",sum_softmax_by_cluster_pair,0.95039519624843
src_8_prop_locatedIn_tgt_6,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,6,"[""pred_2992_srcm_382_tgtm_383"", ""pred_4465_srcm_673_tgtm_674"", ""pred_7859_srcm_1386_tgtm_1388""]",sum_softmax_by_cluster_pair,3.0
src_8_prop_locatedIn_tgt_7,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,7,"[""pred_21656_srcm_4159_tgtm_4162"", ""pred_21685_srcm_4172_tgtm_4178"", ""pred_21920_srcm_4216_tgtm_4218"", ""pred_22435_srcm_4333_tgtm_4334"", ""pred_23371_srcm_4493_tgtm_4494"", ""pred_23455_srcm_4512_tgtm_4515"", ""pred_38334_srcm_7561_tgtm_7562"", ""pred_40163_srcm_7945_tgtm_7946""]",sum_softmax_by_cluster_pair,8.0
src_8_prop_locatedIn_tgt_17,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,17,"[""pred_22875_srcm_4394_tgtm_4398"", ""pred_46322_srcm_9106_tgtm_9107"", ""pred_46950_srcm_9233_tgtm_9235""]",sum_softmax_by_cluster_pair,3.0
src_8_prop_holdsAttitudeToward_tgt_20,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,20,"[""pred_563_srcm_67_tgtm_68"", ""pred_830_srcm_101_tgtm_102"", ""pred_1115_srcm_130_tgtm_131"", ""pred_4166_srcm_628_tgtm_629"", ""pred_13325_srcm_2508_tgtm_2509"", ""pred_17567_srcm_3302_tgtm_3304"", ""pred_18560_srcm_3501_tgtm_3502"", ""pred_21694_srcm_4179_tgtm_4181"", ""pred_27787_srcm_5479_tgtm_5480"", ""pred_39298_srcm_7725_tgtm_7726"", ""pred_39333_srcm_7730_tgtm_7731"", ""pred_39337_srcm_7733_tgtm_7734"", ""pred_47732_srcm_9406_tgtm_9407""]",sum_softmax_by_cluster_pair,3.4715560821790077
src_8_prop_holdsAttitudeToward_tgt_23,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,23,"[""pred_1043_srcm_122_tgtm_123""]",sum_softmax_by_cluster_pair,0.38323486840223514
src_8_prop_locatedIn_tgt_26,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,26,"[""pred_1550_srcm_177_tgtm_178""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_memberOf_tgt_35,8,https://example.org/nlp-sdai/narrative-entity-ontology#memberOf,35,"[""pred_2515_srcm_318_tgtm_319"", ""pred_3007_srcm_384_tgtm_385"", ""pred_5139_srcm_814_tgtm_816""]",sum_softmax_by_cluster_pair,3.0
src_8_prop_holdsAttitudeToward_tgt_38,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,38,"[""pred_4738_srcm_731_tgtm_732""]",sum_softmax_by_cluster_pair,0.3596855689544525
src_8_prop_locatedIn_tgt_39,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,39,"[""pred_1946_srcm_234_tgtm_235"", ""pred_4572_srcm_690_tgtm_691"", ""pred_47117_srcm_9277_tgtm_9279""]",sum_softmax_by_cluster_pair,3.0
src_8_prop_holdsAttitudeToward_tgt_41,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,41,"[""pred_5139_srcm_814_tgtm_817"", ""pred_21694_srcm_4179_tgtm_4180"", ""pred_21694_srcm_4179_tgtm_4183"", ""pred_25866_srcm_5090_tgtm_5092"", ""pred_26569_srcm_5235_tgtm_5239""]",sum_softmax_by_cluster_pair,1.7787735072357211
src_8_prop_holdsAttitudeToward_tgt_48,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,48,"[""pred_3689_srcm_553_tgtm_554"", ""pred_6013_srcm_988_tgtm_989"", ""pred_22664_srcm_4354_tgtm_4355"", ""pred_22707_srcm_4361_tgtm_4362"", ""pred_23079_srcm_4435_tgtm_4436"", ""pred_23187_srcm_4455_tgtm_4456"", ""pred_23239_srcm_4465_tgtm_4466"", ""pred_23627_srcm_4550_tgtm_4551"", ""pred_23680_srcm_4568_tgtm_4571"", ""pred_23775_srcm_4608_tgtm_4609"", ""pred_23916_srcm_4651_tgtm_4652"", ""pred_24102_srcm_4697_tgtm_4698"", ""pred_24284_srcm_4725_tgtm_4726"", ""pred_24312_srcm_4731_tgtm_4732"", ""pred_24762_srcm_4838_tgtm_4839"", ""pred_36195_srcm_7219_tgtm_7221"", ""pred_36922_srcm_7358_tgtm_7359"", ""pred_36992_srcm_7375_tgtm_7376"", ""pred_37350_srcm_7424_tgtm_7425"", ""pred_37445_srcm_7437_tgtm_7439"", ""pred_38167_srcm_7529_tgtm_7530"", ""pred_40984_srcm_8139_tgtm_8140"", ""pred_41277_srcm_8218_tgtm_8219"", ""pred_48016_srcm_9456_tgtm_9455""]",sum_softmax_by_cluster_pair,7.916582250479443
src_8_prop_locatedIn_tgt_50,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,50,"[""pred_40930_srcm_8125_tgtm_8128""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_holdsAttitudeToward_tgt_54,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,54,"[""pred_2602_srcm_333_tgtm_331""]",sum_softmax_by_cluster_pair,0.3281513378183329
src_8_prop_locatedIn_tgt_60,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,60,"[""pred_3402_srcm_481_tgtm_482"", ""pred_5703_srcm_909_tgtm_910"", ""pred_5819_srcm_937_tgtm_939"", ""pred_14538_srcm_2679_tgtm_2680"", ""pred_15118_srcm_2799_tgtm_2805"", ""pred_17960_srcm_3388_tgtm_3390"", ""pred_19431_srcm_3686_tgtm_3685"", ""pred_19492_srcm_3698_tgtm_3699"", ""pred_22435_srcm_4333_tgtm_4335"", ""pred_23371_srcm_4493_tgtm_4495"", ""pred_41260_srcm_8212_tgtm_8215""]",sum_softmax_by_cluster_pair,11.0
src_8_prop_locatedIn_tgt_64,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,64,"[""pred_3869_srcm_590_tgtm_591"", ""pred_12809_srcm_2424_tgtm_2426""]",sum_softmax_by_cluster_pair,2.0
src_8_prop_holdsAttitudeToward_tgt_67,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,67,"[""pred_30060_srcm_5901_tgtm_5902"", ""pred_30468_srcm_6000_tgtm_6001"", ""pred_33033_srcm_6533_tgtm_6535""]",sum_softmax_by_cluster_pair,0.9147220737652662
src_8_prop_movesToward_tgt_75,8,https://example.org/nlp-sdai/narrative-entity-ontology#movesToward,75,"[""pred_3684_srcm_550_tgtm_551"", ""pred_4572_srcm_690_tgtm_692""]",sum_softmax_by_cluster_pair,0.6773782406201931
src_8_prop_holdsAttitudeToward_tgt_76,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,76,"[""pred_22745_srcm_4365_tgtm_4366"", ""pred_23151_srcm_4451_tgtm_4452"", ""pred_23268_srcm_4471_tgtm_4472"", ""pred_23423_srcm_4506_tgtm_4507"", ""pred_23600_srcm_4543_tgtm_4542"", ""pred_23627_srcm_4550_tgtm_4552"", ""pred_23656_srcm_4558_tgtm_4561"", ""pred_23680_srcm_4568_tgtm_4572"", ""pred_23775_srcm_4608_tgtm_4610"", ""pred_23916_srcm_4651_tgtm_4653"", ""pred_24284_srcm_4725_tgtm_4727"", ""pred_24312_srcm_4731_tgtm_4733"", ""pred_24762_srcm_4838_tgtm_4840"", ""pred_25244_srcm_4950_tgtm_4952"", ""pred_28265_srcm_5585_tgtm_5586"", ""pred_29219_srcm_5747_tgtm_5748"", ""pred_29398_srcm_5775_tgtm_5776"", ""pred_33665_srcm_6689_tgtm_6690"", ""pred_34386_srcm_6863_tgtm_6864"", ""pred_36209_srcm_7223_tgtm_7224"", ""pred_36222_srcm_7226_tgtm_7227""]",sum_softmax_by_cluster_pair,6.05721017175237
src_8_prop_usesObject_tgt_85,8,https://example.org/nlp-sdai/narrative-entity-ontology#usesObject,85,"[""pred_18018_srcm_3398_tgtm_3400""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_holdsAttitudeToward_tgt_97,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,97,"[""pred_5200_srcm_824_tgtm_825"", ""pred_5674_srcm_901_tgtm_904"", ""pred_6337_srcm_1035_tgtm_1037"", ""pred_6551_srcm_1090_tgtm_1092"", ""pred_6933_srcm_1178_tgtm_1181"", ""pred_7170_srcm_1253_tgtm_1255"", ""pred_7612_srcm_1351_tgtm_1352"", ""pred_8077_srcm_1426_tgtm_1428"", ""pred_8432_srcm_1481_tgtm_1483"", ""pred_11118_srcm_2094_tgtm_2095"", ""pred_11131_srcm_2098_tgtm_2099"", ""pred_12167_srcm_2290_tgtm_2292"", ""pred_17389_srcm_3264_tgtm_3267"", ""pred_17709_srcm_3325_tgtm_3327"", ""pred_18018_srcm_3398_tgtm_3401"", ""pred_23600_srcm_4543_tgtm_4545"", ""pred_23646_srcm_4555_tgtm_4557"", ""pred_23663_srcm_4562_tgtm_4564"", ""pred_40984_srcm_8139_tgtm_8141"", ""pred_41666_srcm_8314_tgtm_8315"", ""pred_41907_srcm_8345_tgtm_8346"", ""pred_43808_srcm_8664_tgtm_8665"", ""pred_43817_srcm_8669_tgtm_8670"", ""pred_43834_srcm_8676_tgtm_8677""]",sum_softmax_by_cluster_pair,7.41449638134428
src_8_prop_holdsAttitudeToward_tgt_99,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,99,"[""pred_5625_srcm_889_tgtm_891""]",sum_softmax_by_cluster_pair,0.5505131915940831
src_8_prop_holdsAttitudeToward_tgt_102,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,102,"[""pred_23326_srcm_4485_tgtm_4487""]",sum_softmax_by_cluster_pair,0.3119678337140396
src_8_prop_holdsAttitudeToward_tgt_103,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,103,"[""pred_7144_srcm_1240_tgtm_1242""]",sum_softmax_by_cluster_pair,0.6623530305695257
src_8_prop_usesObject_tgt_110,8,https://example.org/nlp-sdai/narrative-entity-ontology#usesObject,110,"[""pred_3684_srcm_550_tgtm_552""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_holdsAttitudeToward_tgt_111,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,111,"[""pred_8820_srcm_1565_tgtm_1567"", ""pred_15902_srcm_2989_tgtm_2991"", ""pred_17803_srcm_3349_tgtm_3350"", ""pred_19225_srcm_3645_tgtm_3646"", ""pred_19340_srcm_3666_tgtm_3667""]",sum_softmax_by_cluster_pair,1.995082063970413
src_8_prop_guides_tgt_118,8,https://example.org/nlp-sdai/narrative-entity-ontology#guides,118,"[""pred_5089_srcm_801_tgtm_803""]",sum_softmax_by_cluster_pair,0.3926539493550319
src_8_prop_holdsAttitudeToward_tgt_120,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,120,"[""pred_5625_srcm_889_tgtm_892""]",sum_softmax_by_cluster_pair,0.5505131915940831
src_8_prop_holdsAttitudeToward_tgt_123,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,123,"[""pred_25211_srcm_4942_tgtm_4944""]",sum_softmax_by_cluster_pair,0.4330690958676074
src_8_prop_holdsAttitudeToward_tgt_131,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,131,"[""pred_7119_srcm_1231_tgtm_1233""]",sum_softmax_by_cluster_pair,0.37495819929618773
src_8_prop_locatedIn_tgt_137,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,137,"[""pred_10511_srcm_1972_tgtm_1976""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_locatedIn_tgt_140,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,140,"[""pred_7904_srcm_1396_tgtm_1398"", ""pred_7904_srcm_1396_tgtm_1398""]",sum_softmax_by_cluster_pair,2.0
src_8_prop_holdsAttitudeToward_tgt_143,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,143,"[""pred_8831_srcm_1570_tgtm_1572""]",sum_softmax_by_cluster_pair,0.388855117666328
src_8_prop_holdsAttitudeToward_tgt_146,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,146,"[""pred_7144_srcm_1240_tgtm_1243""]",sum_softmax_by_cluster_pair,0.6481667404248129
src_8_prop_holdsAttitudeToward_tgt_148,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,148,"[""pred_7119_srcm_1231_tgtm_1234""]",sum_softmax_by_cluster_pair,0.37495819929618773
src_8_prop_holdsAttitudeToward_tgt_153,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,153,"[""pred_12167_srcm_2290_tgtm_2293"", ""pred_15902_srcm_2989_tgtm_2992"", ""pred_17389_srcm_3264_tgtm_3268"", ""pred_17709_srcm_3325_tgtm_3328"", ""pred_25244_srcm_4950_tgtm_4953"", ""pred_28552_srcm_5635_tgtm_5636"", ""pred_28576_srcm_5640_tgtm_5641"", ""pred_32618_srcm_6390_tgtm_6392"", ""pred_32654_srcm_6412_tgtm_6414"", ""pred_32717_srcm_6434_tgtm_6436"", ""pred_39333_srcm_7730_tgtm_7732"", ""pred_39337_srcm_7733_tgtm_7735""]",sum_softmax_by_cluster_pair,3.561495761315784
src_8_prop_locatedIn_tgt_154,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,154,"[""pred_8354_srcm_1467_tgtm_1468""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_holdsAttitudeToward_tgt_177,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,177,"[""pred_24897_srcm_4875_tgtm_4877""]",sum_softmax_by_cluster_pair,0.4833038220429807
src_8_prop_locatedIn_tgt_181,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,181,"[""pred_10511_srcm_1972_tgtm_1977""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_guides_tgt_183,8,https://example.org/nlp-sdai/narrative-entity-ontology#guides,183,"[""pred_46586_srcm_9164_tgtm_9166""]",sum_softmax_by_cluster_pair,0.3562982922339502
src_8_prop_locatedIn_tgt_184,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,184,"[""pred_15118_srcm_2799_tgtm_2806""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_holdsAttitudeToward_tgt_201,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,201,"[""pred_14581_srcm_2689_tgtm_2690"", ""pred_43392_srcm_8563_tgtm_8564"", ""pred_43808_srcm_8664_tgtm_8666"", ""pred_43817_srcm_8669_tgtm_8671"", ""pred_43834_srcm_8676_tgtm_8678""]",sum_softmax_by_cluster_pair,1.8701578111720156
src_8_prop_usesObject_tgt_203,8,https://example.org/nlp-sdai/narrative-entity-ontology#usesObject,203,"[""pred_15118_srcm_2799_tgtm_2807""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_holdsAttitudeToward_tgt_211,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,211,"[""pred_15976_srcm_3012_tgtm_3014""]",sum_softmax_by_cluster_pair,0.3249789607414967
src_8_prop_holdsAttitudeToward_tgt_222,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,222,"[""pred_17506_srcm_3291_tgtm_3293"", ""pred_18125_srcm_3411_tgtm_3412""]",sum_softmax_by_cluster_pair,0.5682330105789446
src_8_prop_locatedIn_tgt_225,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,225,"[""pred_17960_srcm_3388_tgtm_3391""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_holdsAttitudeToward_tgt_226,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,226,"[""pred_17402_srcm_3270_tgtm_3272"", ""pred_24291_srcm_4728_tgtm_4729"", ""pred_26252_srcm_5165_tgtm_5167"", ""pred_47638_srcm_9383_tgtm_9385""]",sum_softmax_by_cluster_pair,1.2521685048963136
src_8_prop_holdsAttitudeToward_tgt_228,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,228,"[""pred_46812_srcm_9203_tgtm_9204""]",sum_softmax_by_cluster_pair,0.39948609597552476
src_8_prop_holdsAttitudeToward_tgt_231,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,231,"[""pred_18339_srcm_3448_tgtm_3450""]",sum_softmax_by_cluster_pair,0.3676573920382328
src_8_prop_holdsAttitudeToward_tgt_238,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,238,"[""pred_19524_srcm_3704_tgtm_3705"", ""pred_23627_srcm_4550_tgtm_4553""]",sum_softmax_by_cluster_pair,0.626190053791476
src_8_prop_usesObject_tgt_241,8,https://example.org/nlp-sdai/narrative-entity-ontology#usesObject,241,"[""pred_25679_srcm_5061_tgtm_5062"", ""pred_32561_srcm_6374_tgtm_6376"", ""pred_32654_srcm_6412_tgtm_6418""]",sum_softmax_by_cluster_pair,3.0
src_8_prop_holdsAttitudeToward_tgt_252,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,252,"[""pred_18339_srcm_3448_tgtm_3451"", ""pred_19225_srcm_3645_tgtm_3647"", ""pred_19340_srcm_3666_tgtm_3668"", ""pred_21685_srcm_4172_tgtm_4175""]",sum_softmax_by_cluster_pair,1.4464983355571661
src_8_prop_holdsAttitudeToward_tgt_259,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,259,"[""pred_19524_srcm_3704_tgtm_3706""]",sum_softmax_by_cluster_pair,0.3915704270976764
src_8_prop_holdsAttitudeToward_tgt_288,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,288,"[""pred_23700_srcm_4578_tgtm_4580""]",sum_softmax_by_cluster_pair,0.4108461194090295
src_8_prop_holdsAttitudeToward_tgt_289,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,289,"[""pred_23700_srcm_4578_tgtm_4583"", ""pred_23700_srcm_4578_tgtm_4588""]",sum_softmax_by_cluster_pair,0.8794531228184721
src_8_prop_holdsAttitudeToward_tgt_304,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,304,"[""pred_23663_srcm_4562_tgtm_4565""]",sum_softmax_by_cluster_pair,0.320634479833676
src_8_prop_holdsAttitudeToward_tgt_305,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,305,"[""pred_23700_srcm_4578_tgtm_4581""]",sum_softmax_by_cluster_pair,0.4108461194090295
src_8_prop_holdsAttitudeToward_tgt_306,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,306,"[""pred_24102_srcm_4697_tgtm_4699""]",sum_softmax_by_cluster_pair,0.3518108763819752
src_8_prop_holdsAttitudeToward_tgt_307,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,307,"[""pred_24001_srcm_4675_tgtm_4678""]",sum_softmax_by_cluster_pair,0.2694810158442287
src_8_prop_locatedIn_tgt_308,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,308,"[""pred_28265_srcm_5585_tgtm_5587"", ""pred_29526_srcm_5791_tgtm_5792"", ""pred_30725_srcm_6037_tgtm_6040"", ""pred_40691_srcm_8063_tgtm_8066""]",sum_softmax_by_cluster_pair,4.0
src_8_prop_memberOf_tgt_309,8,https://example.org/nlp-sdai/narrative-entity-ontology#memberOf,309,"[""pred_24073_srcm_4691_tgtm_4693""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_holdsAttitudeToward_tgt_322,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,322,"[""pred_23700_srcm_4578_tgtm_4582""]",sum_softmax_by_cluster_pair,0.4108461194090295
src_8_prop_holdsAttitudeToward_tgt_326,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,326,"[""pred_26569_srcm_5235_tgtm_5240""]",sum_softmax_by_cluster_pair,0.3682022164138729
src_8_prop_memberOf_tgt_335,8,https://example.org/nlp-sdai/narrative-entity-ontology#memberOf,335,"[""pred_33033_srcm_6533_tgtm_6536"", ""pred_45978_srcm_9054_tgtm_9055"", ""pred_47604_srcm_9374_tgtm_9375""]",sum_softmax_by_cluster_pair,3.0
src_8_prop_locatedIn_tgt_343,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,343,"[""pred_29679_srcm_5810_tgtm_5811""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_usesObject_tgt_371,8,https://example.org/nlp-sdai/narrative-entity-ontology#usesObject,371,"[""pred_32273_srcm_6307_tgtm_6308""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_memberOf_tgt_385,8,https://example.org/nlp-sdai/narrative-entity-ontology#memberOf,385,"[""pred_32585_srcm_6382_tgtm_6384""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_holdsAttitudeToward_tgt_387,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,387,"[""pred_32618_srcm_6390_tgtm_6393"", ""pred_32633_srcm_6396_tgtm_6400"", ""pred_32654_srcm_6412_tgtm_6415"", ""pred_32717_srcm_6434_tgtm_6437""]",sum_softmax_by_cluster_pair,1.6472420911342338
src_8_prop_memberOf_tgt_414,8,https://example.org/nlp-sdai/narrative-entity-ontology#memberOf,414,"[""pred_32585_srcm_6382_tgtm_6385""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_usesObject_tgt_429,8,https://example.org/nlp-sdai/narrative-entity-ontology#usesObject,429,"[""pred_39605_srcm_7804_tgtm_7805""]",sum_softmax_by_cluster_pair,1.0
src_8_prop_locatedIn_tgt_442,8,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,442,"[""pred_38437_srcm_7580_tgtm_7581""]",sum_softmax_by_cluster_pair,1.0
