local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_000::cluster_046,chunk_000,0,46,a celebrated New York belle,1
chunk_000::cluster_047,chunk_000,0,47,"a very handsome, middle-aged woman, with fine eyes, and a superb profile",1
chunk_000::cluster_048,chunk_000,0,48,Many American ladies,1
chunk_000::cluster_049,chunk_000,0,49,their,1
chunk_000::cluster_050,chunk_000,0,50,their native land,1
chunk_000::cluster_051,chunk_000,0,51,we,1
chunk_000::cluster_052,chunk_000,0,52,Her eldest son,1
chunk_000::cluster_053,chunk_000,0,53,his parents,1
chunk_000::cluster_055,chunk_000,0,55,the German,1
chunk_000::cluster_056,chunk_000,0,56,the Newport Casino,1
chunk_000::cluster_057,chunk_000,0,57,an excellent dancer,1
chunk_000::cluster_058,chunk_000,0,58,little Virginia,10
chunk_000::cluster_060,chunk_000,0,60,a wonderful Amazon,1
chunk_000::cluster_061,chunk_000,0,61,"a wonderful Amazon, and had once raced old Lord Bilton",1
chunk_000::cluster_062,chunk_000,0,62,old Lord Bilton,1
chunk_000::cluster_063,chunk_000,0,63,the park,1
chunk_000::cluster_064,chunk_000,0,64,the young Duke of Cheshire,1
chunk_000::cluster_065,chunk_000,0,65,Cheshire,1
chunk_000::cluster_066,chunk_000,0,66,Eton,1
chunk_000::cluster_067,chunk_000,0,67,his,1
chunk_000::cluster_068,chunk_000,0,68,his guardians,1
chunk_000::cluster_069,chunk_000,0,69,the twins,19
chunk_000::cluster_070,chunk_000,0,70,delightful boys,1
chunk_000::cluster_071,chunk_000,0,71,the only true republicans of the family,1
chunk_000::cluster_072,chunk_000,0,72,Ascot,1
chunk_000::cluster_073,chunk_000,0,73,the nearest railway station,1
chunk_000::cluster_074,chunk_000,0,74,a waggonette,1
chunk_000::cluster_075,chunk_000,0,75,the Otis family,48
chunk_000::cluster_076,chunk_000,0,76,the mossy knolls,1
chunk_000::cluster_077,chunk_000,0,77,the avenue of Canterville Chase,1
chunk_000::cluster_078,chunk_000,0,78,Mrs. Umney,28
chunk_000::cluster_079,chunk_000,0,79,the library,6
chunk_000::cluster_081,chunk_000,0,81,Here,1
chunk_000::cluster_082,chunk_000,0,82,a sitting-room,1
chunk_000::cluster_083,chunk_000,0,83,Sir Simon de Canterville,14
chunk_000::cluster_084,chunk_000,0,84,tourists,1
chunk_000::cluster_085,chunk_000,0,85,Pinkerton,3
chunk_000::cluster_086,chunk_000,0,86,his family,2
chunk_000::cluster_087,chunk_000,0,87,New York,2
chunk_000::cluster_088,chunk_000,0,88,London,2
chunk_000::cluster_089,chunk_000,0,89,the corridor,4
chunk_000::cluster_090,chunk_000,0,90,the sombre room,1
chunk_000::cluster_091,chunk_000,0,91,the old country,1
chunk_000::cluster_092,chunk_000,0,92,they,1
chunk_000::cluster_093,chunk_000,0,93,everybody,1
chunk_000::cluster_094,chunk_000,0,94,England,1
chunk_000::cluster_095,chunk_000,0,95,a woman who faints,1
chunk_000::cluster_096,chunk_000,0,96,any Christian,1
chunk_000::cluster_097,chunk_000,0,97,mistress,1
chunk_000::cluster_098,chunk_000,0,98,her own room,1
chunk_000::cluster_099,chunk_000,0,99,Messrs. Myers,1
chunk_000::cluster_100,chunk_000,0,100,Podmore,1
chunk_000::cluster_101,chunk_000,0,101,cultured Americans of the better class,1
chunk_000::cluster_102,chunk_000,0,102,"cultured Americans of the better class, such as the immense superiority of Miss Fanny Devonport",1
chunk_000::cluster_103,chunk_000,0,103,Miss Fanny Devonport,1
chunk_000::cluster_104,chunk_000,0,104,Sarah Bernhardt,1
chunk_000::cluster_105,chunk_000,0,105,an actress,1
chunk_000::cluster_107,chunk_000,0,107,the best English houses,1
chunk_000::cluster_108,chunk_000,0,108,Boston,1
chunk_000::cluster_109,chunk_000,0,109,the world-soul,1
chunk_000::cluster_110,chunk_000,0,110,some of our most eminent native divines,1
chunk_000::cluster_111,chunk_000,0,111,our,1
chunk_000::cluster_112,chunk_000,0,112,our most eminent native divines,1
chunk_000::cluster_113,chunk_000,0,113,bedroom,1
chunk_000::cluster_114,chunk_000,0,114,the top of the great oak staircase,1
chunk_000::cluster_115,chunk_000,0,115,the great oak staircase,1
chunk_000::cluster_116,chunk_000,0,116,two little white-robed figures,1
chunk_000::cluster_117,chunk_000,0,117,a small secret chamber in the left wing,1
chunk_000::cluster_118,chunk_000,0,118,he had frightened into a fit as she,1
chunk_000::cluster_119,chunk_000,0,119,the housemaids,4
chunk_000::cluster_120,chunk_000,0,120,the rector of the parish,4
chunk_000::cluster_121,chunk_000,0,121,the parish,2
chunk_000::cluster_122,chunk_000,0,122,one of the spare bedrooms,1
chunk_000::cluster_123,chunk_000,0,123,one of the spare bedrooms; of the rector of the parish,1
chunk_000::cluster_124,chunk_000,0,124,the spare bedrooms,1
chunk_000::cluster_125,chunk_000,0,125,the spare bedrooms; of the rector of the parish,1
chunk_000::cluster_126,chunk_000,0,126,Sir William Gull,1
chunk_000::cluster_127,chunk_000,0,127,a perfect martyr to nervous disorders,1
chunk_000::cluster_129,chunk_000,0,129,Madame de Tremouillac,8
chunk_000::cluster_130,chunk_000,0,130,I,2
chunk_000::cluster_131,chunk_000,0,131,the hall,2
chunk_000::cluster_132,chunk_000,0,132,a skeleton seated in an armchair by the fire reading her diary,1
chunk_000::cluster_133,chunk_000,0,133,the Church,1
chunk_000::cluster_134,chunk_000,0,134,Monsieur de Voltaire,1
chunk_000::cluster_135,chunk_000,0,135,his dressing-room,1
chunk_000::cluster_136,chunk_000,0,136,Charles James Fox,1
chunk_000::cluster_137,chunk_000,0,137,Crockford's,1
chunk_000::cluster_138,chunk_000,0,138,himself,1
chunk_000::cluster_139,chunk_000,0,139,the pantry,1
chunk_000::cluster_140,chunk_000,0,140,the beautiful Lady Stutfield,1
chunk_000::cluster_141,chunk_000,0,141,the carp-pond at the end of the King's Walk,1
chunk_000::cluster_142,chunk_000,0,142,the end of the King's Walk,1
chunk_000::cluster_143,chunk_000,0,143,the King's Walk,1
chunk_000::cluster_144,chunk_000,0,144,the true artist,1
chunk_000::cluster_145,chunk_000,0,145,Red Reuben,1
chunk_000::cluster_146,chunk_000,0,146,the Strangled Babe,1
chunk_000::cluster_147,chunk_000,0,147,Guant Gibeon,1
chunk_000::cluster_148,chunk_000,0,148,the Blood-sucker of Bexley Moor,1
chunk_000::cluster_149,chunk_000,0,149,Bexley Moor,1
chunk_000::cluster_150,chunk_000,0,150,the lawn-tennis ground,1
chunk_000::cluster_151,chunk_000,0,151,some wretched modern Americans,1
chunk_000::cluster_152,chunk_000,0,152,no ghost in history,1
chunk_000::cluster_153,chunk_000,0,153,the bedrooms,1
chunk_000::cluster_154,chunk_000,0,154,the Free American Reformed Episcopalian Church,1
chunk_000::cluster_155,chunk_000,0,155,a writing-master,1
chunk_000::cluster_156,chunk_000,0,156,the top of the staircase,1
chunk_000::cluster_157,chunk_000,0,157,Lord Raker,1
chunk_000::cluster_158,chunk_000,0,158,three of Lady Canterville's French governesses,2
chunk_000::cluster_159,chunk_000,0,159,his room,11
chunk_000::cluster_160,chunk_000,0,160,Lady Canterville's French governesses,1
chunk_000::cluster_161,chunk_000,0,161,Doctor Dobell,1
chunk_000::cluster_162,chunk_000,0,162,the family doctor,1
chunk_000::cluster_163,chunk_000,0,163,Lord Canterville's uncle,1
chunk_000::cluster_164,chunk_000,0,164,modern Americans,1
chunk_000::cluster_165,chunk_000,0,165,their,1
chunk_000::cluster_166,chunk_000,0,166,their natural poet,1
chunk_000::cluster_167,chunk_000,0,167,Longfellow,1
chunk_000::cluster_168,chunk_000,0,168,the Cantervilles,1
chunk_000::cluster_169,chunk_000,0,169,town,1
chunk_000::cluster_170,chunk_000,0,170,Kenilworth,1
chunk_000::cluster_171,chunk_000,0,171,no less a person,1
chunk_000::cluster_172,chunk_000,0,172,the Virgin Queen,1
chunk_000::cluster_173,chunk_000,0,173,herself,1
chunk_000::cluster_174,chunk_000,0,174,the room occupied by the United States Minister and his wife,1
chunk_000::cluster_175,chunk_000,0,175,there,1
chunk_000::cluster_176,chunk_000,0,176,the charnel-house,1
chunk_000::cluster_177,chunk_000,0,177,Dumb Daniel,1
chunk_000::cluster_178,chunk_000,0,178,the Suicide,1
chunk_000::cluster_179,chunk_000,0,179,the Suicide's Skeleton,1
chunk_000::cluster_180,chunk_000,0,180,Martin,1
chunk_000::cluster_181,chunk_000,0,181,the Maniac,1
chunk_000::cluster_182,chunk_000,0,182,schoolboys,1
chunk_000::cluster_183,chunk_000,0,183,the United States,1
chunk_000::cluster_184,chunk_000,0,184,the Red Farm,1
chunk_000::cluster_185,chunk_000,0,185,there,2
chunk_000::cluster_186,chunk_000,0,186,the corner,2
chunk_000::cluster_187,chunk_000,0,187,a madman,1
chunk_000::cluster_188,chunk_000,0,188,a ghost,1
chunk_000::cluster_189,chunk_000,0,189,the butler,1
chunk_000::cluster_190,chunk_000,0,190,the spot where he had first laid eyes on the grisly phantom,1
chunk_000::cluster_191,chunk_000,0,191,two ghosts,1
chunk_000::cluster_192,chunk_000,0,192,the spot,1
chunk_000::cluster_193,chunk_000,0,193,a distant homestead,1
