relation_mention_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_logits_json,selection_method
pred_1775_srcm_167_tgtm_168,167,1775,1775,1776,168,5,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0322265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.11529541015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.00390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.87841796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.0029296875}",nli_grouped_softmax
pred_1814_srcm_172_tgtm_174,172,1814,1814,1817,174,9,10,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.96044921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.7216796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1083984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.384765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.439453125}",nli_grouped_softmax
pred_2249_srcm_198_tgtm_200,198,2249,2249,2259,200,0,10,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.83740234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.1669921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.865234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.5888671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.9111328125}",nli_grouped_softmax
pred_2718_srcm_240_tgtm_241,240,2718,2718,2720,241,3,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.95361328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.213623046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.474609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.0390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.93359375}",nli_grouped_softmax
pred_3207_srcm_271_tgtm_272,271,3207,3207,3208,272,4,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#hasMember"": 0.0}",single_candidate_router
pred_3690_srcm_307_tgtm_308,307,3690,3690,3691,308,0,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1083984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.9521484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.1240234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2666015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.2373046875}",nli_grouped_softmax
pred_3999_srcm_342_tgtm_343,342,3999,3999,4002,343,8,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.62548828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.6201171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.552734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.69287109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.09765625}",nli_grouped_softmax
pred_4409_srcm_384_tgtm_385,384,4409,4409,4410,385,3,0,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.9873046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": 0.74658203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.8974609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -2.455078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.87109375}",nli_grouped_softmax
pred_4524_srcm_403_tgtm_404,403,4524,4524,4525,404,6,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.869140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.97802734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.21875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.9482421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.125}",nli_grouped_softmax
pred_5444_srcm_493_tgtm_494,493,5444,5444,5446,494,3,8,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1337890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1572265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.6318359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.697265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.34375}",nli_grouped_softmax
pred_5947_srcm_536_tgtm_538,536,5947,5947,5948,538,3,10,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.7705078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.91943359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.7216796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.4033203125}",nli_grouped_softmax
pred_7200_srcm_642_tgtm_643,642,7200,7200,7202,643,0,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.7216796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.2081298828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.634765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.763671875}",nli_grouped_softmax
pred_7449_srcm_672_tgtm_673,672,7449,7449,7456,673,0,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.072265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.2568359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.0859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.89697265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.2509765625}",nli_grouped_softmax
pred_7555_srcm_691_tgtm_693,691,7555,7555,7558,693,2,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.8173828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.6787109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.8427734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3193359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6357421875}",nli_grouped_softmax
pred_7555_srcm_692_tgtm_693,692,7555,7555,7558,693,7,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.74267578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.63037109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.80078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2177734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.51171875}",nli_grouped_softmax
pred_7854_srcm_724_tgtm_726,724,7854,7854,7855,726,3,10,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.92626953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.9765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.75634765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.42578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2861328125}",nli_grouped_softmax
pred_7942_srcm_738_tgtm_739,738,7942,7942,7944,739,6,10,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.68505859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.3828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.962890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.158203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.5859375}",nli_grouped_softmax
pred_8125_srcm_765_tgtm_766,765,8125,8125,8127,766,6,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.568359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.92529296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.322265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.6416015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.556640625}",nli_grouped_softmax
pred_8273_srcm_788_tgtm_790,788,8273,8273,8274,790,3,6,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.16796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.78369140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.9970703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.40625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.5498046875}",nli_grouped_softmax
pred_8438_srcm_804_tgtm_805,804,8438,8438,8439,805,3,6,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.908203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.2138671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.3720703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -2.2734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.66796875}",nli_grouped_softmax
pred_8647_srcm_833_tgtm_834,833,8647,8647,8649,834,6,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.90625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.16015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9443359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -2.26953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.453125}",nli_grouped_softmax
pred_9133_srcm_881_tgtm_882,881,9133,9133,9135,882,6,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": 0.8486328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.111328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.982421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.4814453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.587890625}",nli_grouped_softmax
pred_9349_srcm_896_tgtm_897,896,9349,9349,9350,897,6,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.025390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.85791015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9658203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.75732421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.4697265625}",nli_grouped_softmax
pred_9354_srcm_898_tgtm_899,898,9354,9354,9356,899,6,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.154296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.0188446044921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1904296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.0}",nli_grouped_softmax
pred_9559_srcm_915_tgtm_916,915,9559,9559,9561,916,6,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.48828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.3837890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.1875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.630859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.083984375}",nli_grouped_softmax
pred_9772_srcm_944_tgtm_945,944,9772,9772,9773,945,3,6,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1005859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.9052734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.71484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.04595947265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.5166015625}",nli_grouped_softmax
pred_9772_srcm_944_tgtm_946,944,9772,9772,9775,946,3,10,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.77294921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -2.056640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.8662109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.787109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": 0.400634765625}",nli_grouped_softmax
pred_10104_srcm_985_tgtm_988,985,10104,10104,10105,988,5,1,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.681640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -0.5546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.06475830078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.822265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.60302734375}",nli_grouped_softmax
pred_10104_srcm_985_tgtm_989,985,10104,10104,10108,989,5,1,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.63330078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -0.38671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.0625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.697265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.57275390625}",nli_grouped_softmax
pred_10166_srcm_996_tgtm_997,996,10166,10166,10167,997,0,12,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0283203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#memberOf"": -1.646484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1728515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.7001953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.45703125}",nli_grouped_softmax
pred_10234_srcm_1006_tgtm_1007,1006,10234,10234,10235,1007,0,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.7802734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.291015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.29296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.8408203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.76806640625}",nli_grouped_softmax
pred_10234_srcm_1006_tgtm_1008,1006,10234,10234,10235,1008,0,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.65673828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.277099609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.3408203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.8408203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.67431640625}",nli_grouped_softmax
pred_10234_srcm_1006_tgtm_1009,1006,10234,10234,10235,1009,0,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.869140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.293212890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.2998046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.9990234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.97998046875}",nli_grouped_softmax
pred_10479_srcm_1052_tgtm_1053,1052,10479,10479,10480,1053,0,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.89111328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.354248046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.6337890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.576171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.109375}",nli_grouped_softmax
pred_10479_srcm_1052_tgtm_1054,1052,10479,10479,10480,1054,0,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.77587890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.1346435546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.5791015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.458251953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.83642578125}",nli_grouped_softmax
pred_10479_srcm_1052_tgtm_1055,1052,10479,10479,10480,1055,0,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.91552734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.379150390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.63232421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.0166015625}",nli_grouped_softmax
pred_10530_srcm_1072_tgtm_1073,1072,10530,10530,10531,1073,0,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.97998046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.2012939453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.84375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.99853515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.60498046875}",nli_grouped_softmax
pred_10530_srcm_1072_tgtm_1074,1072,10530,10530,10531,1074,0,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0478515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.385009765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1005859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.6904296875}",nli_grouped_softmax
pred_10530_srcm_1072_tgtm_1075,1072,10530,10530,10531,1075,0,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.7275390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": 0.1307373046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.814453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.57763671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.19775390625}",nli_grouped_softmax
pred_10556_srcm_1081_tgtm_1084,1081,10556,10556,10558,1084,2,0,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.95068359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.43505859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.654296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.90380859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.8369140625}",nli_grouped_softmax
pred_10556_srcm_1082_tgtm_1084,1082,10556,10556,10558,1084,11,0,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.86962890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.1962890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.669921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.80810546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.68798828125}",nli_grouped_softmax
pred_10556_srcm_1083_tgtm_1084,1083,10556,10556,10558,1084,14,0,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.7099609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.267333984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.658203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.63720703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.49658203125}",nli_grouped_softmax
pred_10563_srcm_1085_tgtm_1086,1085,10563,10563,10564,1086,0,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.63623046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.0950927734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.59765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.86865234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.6591796875}",nli_grouped_softmax
pred_10563_srcm_1085_tgtm_1087,1085,10563,10563,10564,1087,0,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.662109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": 0.07366943359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.591796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.8876953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.74658203125}",nli_grouped_softmax
pred_10563_srcm_1085_tgtm_1088,1085,10563,10563,10564,1088,0,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.77685546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.15380859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.57421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.91796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.78466796875}",nli_grouped_softmax
