local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_000::cluster_035,chunk_000,0,35,men,1
chunk_000::cluster_036,chunk_000,0,36,a woman,1
chunk_000::cluster_037,chunk_000,0,37,the land of the Munchkins,1
chunk_000::cluster_038,chunk_000,0,38,we,7
chunk_000::cluster_039,chunk_000,0,39,a sorceress,1
chunk_000::cluster_040,chunk_000,0,40,"an innocent, harmless little girl, who had been carried by a cyclone many miles from home",1
chunk_000::cluster_041,chunk_000,0,41,home,1
chunk_000::cluster_042,chunk_000,0,42,we,1
chunk_000::cluster_043,chunk_000,0,43,the Munchkins,14
chunk_000::cluster_044,chunk_000,0,44,the people,2
chunk_000::cluster_045,chunk_000,0,45,the people who live in this land of the East where the Wicked Witch ruled,1
chunk_000::cluster_046,chunk_000,0,46,this land of the East where the Wicked Witch ruled,1
chunk_000::cluster_047,chunk_000,0,47,a Munchkin,1
chunk_000::cluster_048,chunk_000,0,48,their friend,1
chunk_000::cluster_049,chunk_000,0,49,the land of the North,1
chunk_000::cluster_050,chunk_000,0,50,a swift messenger,1
chunk_000::cluster_051,chunk_000,0,51,a real witch,1
chunk_000::cluster_052,chunk_000,0,52,a good witch,1
chunk_000::cluster_053,chunk_000,0,53,all witches,1
chunk_000::cluster_054,chunk_000,0,54,only four witches,1
chunk_000::cluster_055,chunk_000,0,55,only four witches in all the Land of Oz,1
chunk_000::cluster_056,chunk_000,0,56,two of them,1
chunk_000::cluster_057,chunk_000,0,57,those who live in the North and the South,1
chunk_000::cluster_058,chunk_000,0,58,the North,1
chunk_000::cluster_059,chunk_000,0,59,the South,1
chunk_000::cluster_060,chunk_000,0,60,good witches,1
chunk_000::cluster_061,chunk_000,0,61,Those who dwelt in the East and the West,1
chunk_000::cluster_062,chunk_000,0,62,the East and the West,1
chunk_000::cluster_063,chunk_000,0,63,the West,4
chunk_000::cluster_064,chunk_000,0,64,Kansas,13
chunk_000::cluster_065,chunk_000,0,65,wicked witches,1
chunk_000::cluster_066,chunk_000,0,66,"my aunt who lives in Kansas, where I came from",1
chunk_000::cluster_067,chunk_000,0,67,a civilized country,1
chunk_000::cluster_068,chunk_000,0,68,the civilized countries,1
chunk_000::cluster_069,chunk_000,0,69,no witches,1
chunk_000::cluster_070,chunk_000,0,70,wizards,1
chunk_000::cluster_071,chunk_000,0,71,magicians,1
chunk_000::cluster_072,chunk_000,0,72,the world,1
chunk_000::cluster_073,chunk_000,0,73,witches,1
chunk_000::cluster_074,chunk_000,0,74,the wizards,2
chunk_000::cluster_075,chunk_000,0,75,Oz,22
chunk_000::cluster_076,chunk_000,0,76,the Great Wizard,1
chunk_000::cluster_077,chunk_000,0,77,the Munchkins,15
chunk_000::cluster_078,chunk_000,0,78,the East,2
chunk_000::cluster_079,chunk_000,0,79,the corner of the house where the Wicked Witch had been lying,1
chunk_000::cluster_080,chunk_000,0,80,one of the Munchkins,1
chunk_000::cluster_081,chunk_000,0,81,one,1
chunk_000::cluster_082,chunk_000,0,82,the little brook,4
chunk_000::cluster_083,chunk_000,0,83,Boq,16
chunk_000::cluster_084,chunk_000,0,84,none,1
chunk_000::cluster_085,chunk_000,0,85,the South,3
chunk_000::cluster_086,chunk_000,0,86,the Wicked Witch of the West,4
chunk_000::cluster_087,chunk_000,0,87,the country of the Quadlings,1
chunk_000::cluster_088,chunk_000,0,88,the Quadlings,1
chunk_000::cluster_089,chunk_000,0,89,the Winkies,1
chunk_000::cluster_090,chunk_000,0,90,her slave,1
chunk_000::cluster_091,chunk_000,0,91,The North,2
chunk_000::cluster_092,chunk_000,0,92,the Emerald City,16
chunk_000::cluster_093,chunk_000,0,93,my home,1
chunk_000::cluster_094,chunk_000,0,94,the same great desert that surrounds this Land of Oz,1
chunk_000::cluster_095,chunk_000,0,95,all these strange people,1
chunk_000::cluster_097,chunk_000,0,97,a good man,1
chunk_000::cluster_098,chunk_000,0,98,a good Wizard,1
chunk_000::cluster_099,chunk_000,0,99,a man,1
chunk_000::cluster_100,chunk_000,0,100,a country that is sometimes pleasant and sometimes dark and terrible,1
chunk_000::cluster_101,chunk_000,0,101,no one,1
chunk_000::cluster_102,chunk_000,0,102,a person who has been kissed by the Witch of the North,1
chunk_000::cluster_103,chunk_000,0,103,a house rather larger than the rest,3
chunk_000::cluster_104,chunk_000,0,104,a witch,1
chunk_000::cluster_105,chunk_000,0,105,We,1
chunk_000::cluster_106,chunk_000,0,106,several roads,1
chunk_000::cluster_107,chunk_000,0,107,several roads nearby,1
chunk_000::cluster_108,chunk_000,0,108,the one paved with yellow bricks,1
chunk_000::cluster_109,chunk_000,0,109,the road,4
chunk_000::cluster_110,chunk_000,0,110,the Munchkins,2
chunk_000::cluster_111,chunk_000,0,111,you,1
chunk_000::cluster_113,chunk_000,0,113,her,1
chunk_000::cluster_114,chunk_000,0,114,a strange land,1
chunk_000::cluster_115,chunk_000,0,115,fields of grain and vegetables in abundance,1
chunk_000::cluster_116,chunk_000,0,116,good farmers,1
chunk_000::cluster_117,chunk_000,0,117,the people,1
chunk_000::cluster_118,chunk_000,0,118,everyone,1
chunk_000::cluster_119,chunk_000,0,119,The houses of the Munchkins,1
chunk_000::cluster_120,chunk_000,0,120,odd-looking dwellings,1
chunk_000::cluster_121,chunk_000,0,121,this country of the East,1
chunk_000::cluster_122,chunk_000,0,122,the rest,1
chunk_000::cluster_123,chunk_000,0,123,the green lawn before it,1
chunk_000::cluster_124,chunk_000,0,124,many men,1
chunk_000::cluster_125,chunk_000,0,125,women,1
chunk_000::cluster_126,chunk_000,0,126,Five little fiddlers,1
chunk_000::cluster_127,chunk_000,0,127,one of the richest Munchkins in the land,3
chunk_000::cluster_128,chunk_000,0,128,sorceresses,2
chunk_000::cluster_129,chunk_000,0,129,his friends,1
chunk_000::cluster_130,chunk_000,0,130,their,1
chunk_000::cluster_131,chunk_000,0,131,a great sorceress,1
chunk_000::cluster_132,chunk_000,0,132,witches,1
chunk_000::cluster_133,chunk_000,0,133,witch,1
chunk_000::cluster_134,chunk_000,0,134,a friendly witch,1
chunk_000::cluster_135,chunk_000,0,135,all the people,1
chunk_000::cluster_136,chunk_000,0,136,a witch,1
chunk_000::cluster_137,chunk_000,0,137,an ordinary little girl who had come by the chance of a cyclone into a strange land,1
chunk_000::cluster_138,chunk_000,0,138,a strange land,1
chunk_000::cluster_139,chunk_000,0,139,a room with a pretty bed in it,2
chunk_000::cluster_140,chunk_000,0,140,all the people,2
chunk_000::cluster_141,chunk_000,0,141,people,2
chunk_000::cluster_142,chunk_000,0,142,The country here,1
chunk_000::cluster_143,chunk_000,0,143,her friends,1
chunk_000::cluster_144,chunk_000,0,144,a great cornfield,1
chunk_000::cluster_145,chunk_000,0,145,the Scarecrow,52
chunk_000::cluster_146,chunk_000,0,146,some Munchkin,1
chunk_000::cluster_147,chunk_000,0,147,every man,1
chunk_000::cluster_148,chunk_000,0,148,a new man,1
chunk_000::cluster_149,chunk_000,0,149,anyone,1
chunk_001::cluster_000,chunk_001,1,0,Dorothy,522
chunk_001::cluster_001,chunk_001,1,1,the Munchkins,77
chunk_001::cluster_002,chunk_001,1,2,my aunt,1
chunk_001::cluster_003,chunk_001,1,3,uncle,1
chunk_001::cluster_004,chunk_001,1,4,they,1
chunk_001::cluster_005,chunk_001,1,5,here,1
chunk_001::cluster_006,chunk_001,1,6,the little brook,5
chunk_001::cluster_007,chunk_001,1,7,none,1
chunk_001::cluster_008,chunk_001,1,8,the other,10
chunk_001::cluster_009,chunk_001,1,9,the South,4
chunk_001::cluster_010,chunk_001,1,10,the country of the Quadlings,1
chunk_001::cluster_011,chunk_001,1,11,the Quadlings,1
chunk_001::cluster_012,chunk_001,1,12,the West,2
chunk_001::cluster_013,chunk_001,1,13,"that country, where the Winkies live",1
chunk_001::cluster_014,chunk_001,1,14,the Winkies,1
chunk_001::cluster_015,chunk_001,1,15,the Wicked Witch of the West,3
chunk_001::cluster_016,chunk_001,1,16,her slave,1
chunk_001::cluster_017,chunk_001,1,17,The North,1
chunk_001::cluster_018,chunk_001,1,18,my home,1
chunk_001::cluster_019,chunk_001,1,19,the same great desert that surrounds this Land of Oz,1
chunk_001::cluster_020,chunk_001,1,20,all these strange people,1
chunk_001::cluster_021,chunk_001,1,21,the Emerald City,22
chunk_001::cluster_022,chunk_001,1,22,the world,11
chunk_001::cluster_023,chunk_001,1,23,Oz,25
chunk_001::cluster_024,chunk_001,1,24,the Great Wizard I told you of,1
chunk_001::cluster_025,chunk_001,1,25,a good man,1
chunk_001::cluster_026,chunk_001,1,26,a good Wizard,1
chunk_001::cluster_027,chunk_001,1,27,a man,1
chunk_001::cluster_028,chunk_001,1,28,a country that is sometimes pleasant and sometimes dark and terrible,1
chunk_001::cluster_029,chunk_001,1,29,no one,1
chunk_001::cluster_030,chunk_001,1,30,a person who has been kissed by the Witch of the North,1
chunk_001::cluster_031,chunk_001,1,31,The road to the City of Emeralds,3
chunk_001::cluster_032,chunk_001,1,32,Toto,33
chunk_001::cluster_033,chunk_001,1,33,the East,2
chunk_001::cluster_034,chunk_001,1,34,the Witch of the East,1
chunk_001::cluster_035,chunk_001,1,35,several roads,1
chunk_001::cluster_036,chunk_001,1,36,several roads nearby,1
chunk_001::cluster_037,chunk_001,1,37,the one paved with yellow bricks,1
chunk_001::cluster_038,chunk_001,1,38,the road,12
chunk_001::cluster_039,chunk_001,1,39,you,1
chunk_001::cluster_041,chunk_001,1,41,fields of grain and vegetables in abundance,1
chunk_001::cluster_042,chunk_001,1,42,good farmers,1
chunk_001::cluster_043,chunk_001,1,43,a house,1
chunk_001::cluster_044,chunk_001,1,44,the people,1
chunk_001::cluster_045,chunk_001,1,45,everyone,1
chunk_001::cluster_046,chunk_001,1,46,The houses of the Munchkins,1
chunk_001::cluster_047,chunk_001,1,47,odd-looking dwellings,1
chunk_001::cluster_048,chunk_001,1,48,this country of the East,1
chunk_001::cluster_049,chunk_001,1,49,the rest,1
chunk_001::cluster_050,chunk_001,1,50,the green lawn before it,1
chunk_001::cluster_051,chunk_001,1,51,many men,1
chunk_001::cluster_052,chunk_001,1,52,women,1
chunk_001::cluster_053,chunk_001,1,53,Five little fiddlers,1
chunk_001::cluster_054,chunk_001,1,54,one of the richest Munchkins in the land,4
chunk_001::cluster_055,chunk_001,1,55,the Wicked Witch,3
chunk_001::cluster_056,chunk_001,1,56,a strange land,2
chunk_001::cluster_057,chunk_001,1,57,the house,2
chunk_001::cluster_058,chunk_001,1,58,his friends,1
chunk_001::cluster_059,chunk_001,1,59,the rich Munchkin,1
chunk_001::cluster_060,chunk_001,1,60,a great sorceress,1
chunk_001::cluster_061,chunk_001,1,61,witches,1
chunk_001::cluster_062,chunk_001,1,62,sorceresses,1
chunk_001::cluster_063,chunk_001,1,63,a friendly witch,1
chunk_001::cluster_064,chunk_001,1,64,all the people,1
chunk_001::cluster_065,chunk_001,1,65,an ordinary little girl who had come by the chance of a cyclone into a strange land,1
chunk_001::cluster_066,chunk_001,1,66,a room with a pretty bed in it,2
chunk_001::cluster_067,chunk_001,1,67,all the people,1
chunk_001::cluster_068,chunk_001,1,68,people,3
chunk_001::cluster_069,chunk_001,1,69,you,4
chunk_001::cluster_070,chunk_001,1,70,Kansas,12
chunk_001::cluster_071,chunk_001,1,71,the travelers,31
chunk_001::cluster_072,chunk_001,1,72,this Land of Oz,2
chunk_001::cluster_073,chunk_001,1,73,our homes,2
chunk_001::cluster_074,chunk_001,1,74,The country here,1
chunk_001::cluster_075,chunk_001,1,75,rough and dangerous places,1
chunk_001::cluster_076,chunk_001,1,76,a great cornfield,1
chunk_001::cluster_077,chunk_001,1,77,some Munchkin,1
chunk_001::cluster_078,chunk_001,1,78,every man,1
chunk_001::cluster_079,chunk_001,1,79,a new man,1
chunk_001::cluster_080,chunk_001,1,80,anyone,1
chunk_001::cluster_081,chunk_001,1,81,people,1
chunk_001::cluster_082,chunk_001,1,82,a fool,1
chunk_001::cluster_083,chunk_001,1,83,the path of yellow brick,1
chunk_001::cluster_084,chunk_001,1,84,The farms,1
chunk_001::cluster_085,chunk_001,1,85,fewer houses,1
chunk_001::cluster_086,chunk_001,1,86,our,1
chunk_001::cluster_087,chunk_001,1,87,we,1
chunk_001::cluster_088,chunk_001,1,88,any other country,2
chunk_001::cluster_089,chunk_001,1,89,the farmer,21
chunk_001::cluster_090,chunk_001,1,90,your,1
chunk_001::cluster_091,chunk_001,1,91,you,1
chunk_001::cluster_092,chunk_001,1,92,no people,1
chunk_001::cluster_093,chunk_001,1,93,you,1
chunk_001::cluster_094,chunk_001,1,94,anyone,1
chunk_001::cluster_095,chunk_001,1,95,a man,1
chunk_001::cluster_097,chunk_001,1,97,a man,1
chunk_001::cluster_098,chunk_001,1,98,the cornfield,2
chunk_001::cluster_099,chunk_001,1,99,a Munchkin,1
chunk_001::cluster_100,chunk_001,1,100,an important person,1
chunk_001::cluster_101,chunk_001,1,101,a good Scarecrow,1
chunk_001::cluster_102,chunk_001,1,102,a man as any of them,1
chunk_001::cluster_103,chunk_001,1,103,them,2
chunk_001::cluster_104,chunk_001,1,104,the roadside,2
chunk_001::cluster_105,chunk_001,1,105,a better man than some of them,1
chunk_001::cluster_106,chunk_001,1,106,a man,1
chunk_001::cluster_107,chunk_001,1,107,a fool,1
chunk_001::cluster_108,chunk_001,1,108,the land,1
chunk_001::cluster_109,chunk_001,1,109,it,1
chunk_001::cluster_110,chunk_001,1,110,Anyone,1
chunk_001::cluster_111,chunk_001,1,111,any house,1
chunk_001::cluster_112,chunk_001,1,112,any place where we can pass the night,1
chunk_001::cluster_113,chunk_001,1,113,the cottage,8
chunk_001::cluster_114,chunk_001,1,114,the forest,2
chunk_001::cluster_115,chunk_001,1,115,a little spring of clear water,1
chunk_001::cluster_116,chunk_001,1,116,no one,1
chunk_001::cluster_117,chunk_001,1,117,a very polite creature,1
chunk_002::cluster_000,chunk_002,2,0,the Scarecrow,384
chunk_002::cluster_001,chunk_002,2,1,Dorothy,144
chunk_002::cluster_002,chunk_002,2,2,The farms,2
chunk_002::cluster_003,chunk_002,2,3,fewer houses,1
chunk_002::cluster_004,chunk_002,2,4,the travelers,48
chunk_002::cluster_005,chunk_002,2,5,a little brook,1
chunk_002::cluster_006,chunk_002,2,6,Kansas,12
chunk_002::cluster_007,chunk_002,2,7,the world,12
chunk_002::cluster_008,chunk_002,2,8,this queer Land of Oz,1
chunk_002::cluster_009,chunk_002,2,9,our,1
chunk_002::cluster_010,chunk_002,2,10,our homes,1
chunk_002::cluster_011,chunk_002,2,11,we,1
chunk_002::cluster_012,chunk_002,2,12,you,1
chunk_002::cluster_013,chunk_002,2,13,no people,1
chunk_002::cluster_014,chunk_002,2,14,the old woman,24
chunk_002::cluster_015,chunk_002,2,15,you,1
chunk_002::cluster_016,chunk_002,2,16,them,2
chunk_002::cluster_017,chunk_002,2,17,anyone,1
chunk_002::cluster_018,chunk_002,2,18,a man,1
chunk_002::cluster_021,chunk_002,2,21,a man,1
chunk_002::cluster_022,chunk_002,2,22,the cornfield,2
chunk_002::cluster_023,chunk_002,2,23,a Munchkin,1
chunk_002::cluster_024,chunk_002,2,24,an important person,1
chunk_002::cluster_025,chunk_002,2,25,a good Scarecrow,1
chunk_002::cluster_026,chunk_002,2,26,them,2
chunk_002::cluster_027,chunk_002,2,27,the roadside,2
chunk_002::cluster_028,chunk_002,2,28,the road,16
chunk_002::cluster_029,chunk_002,2,29,a better man than some of them,1
chunk_002::cluster_030,chunk_002,2,30,a man,1
chunk_002::cluster_031,chunk_002,2,31,a fool,1
chunk_002::cluster_032,chunk_002,2,32,the land,1
chunk_002::cluster_033,chunk_002,2,33,the forest,13
chunk_002::cluster_034,chunk_002,2,34,the Emerald City,7
chunk_002::cluster_035,chunk_002,2,35,the Lion,143
chunk_002::cluster_036,chunk_002,2,36,it,1
chunk_002::cluster_037,chunk_002,2,37,Anyone,1
chunk_002::cluster_038,chunk_002,2,38,any house,1
chunk_002::cluster_039,chunk_002,2,39,any place where we can pass the night,1
chunk_002::cluster_040,chunk_002,2,40,the cottage,8
chunk_002::cluster_041,chunk_002,2,41,Oz,18
chunk_002::cluster_042,chunk_002,2,42,a little spring of clear water,1
chunk_002::cluster_043,chunk_002,2,43,the place,1
chunk_002::cluster_044,chunk_002,2,44,no one,1
chunk_002::cluster_045,chunk_002,2,45,a very polite creature,1
chunk_002::cluster_046,chunk_002,2,46,you,1
chunk_002::cluster_047,chunk_002,2,47,the hole,1
chunk_002::cluster_048,chunk_002,2,48,the son of a woodman who chopped down trees in the forest and sold the wood for a living,1
chunk_002::cluster_049,chunk_002,2,49,a woodman who chopped down trees in the forest and sold the wood for a living,1
chunk_002::cluster_050,chunk_002,2,50,a wood-chopper,1
chunk_002::cluster_051,chunk_002,2,51,my old mother,2
chunk_002::cluster_052,chunk_002,2,52,the girl,17
chunk_002::cluster_053,chunk_002,2,53,the Munchkin girls,1
chunk_002::cluster_054,chunk_002,2,54,a better house for her,1
chunk_002::cluster_055,chunk_002,2,55,anyone,1
chunk_002::cluster_056,chunk_002,2,56,the new house,1
chunk_002::cluster_057,chunk_002,2,57,a one-legged man,1
chunk_002::cluster_058,chunk_002,2,58,a wood-chopper,1
chunk_002::cluster_059,chunk_002,2,59,the tinsmith,4
chunk_002::cluster_060,chunk_002,2,60,him,1
chunk_002::cluster_061,chunk_002,2,61,he,1
chunk_002::cluster_062,chunk_002,2,62,the happiest man on earth,1
chunk_002::cluster_063,chunk_002,2,63,no one,1
chunk_002::cluster_064,chunk_002,2,64,a fool,2
chunk_002::cluster_065,chunk_002,2,65,my father,3
chunk_002::cluster_066,chunk_002,2,66,her two friends,1
chunk_002::cluster_067,chunk_002,2,67,Aunt Em,1
chunk_002::cluster_068,chunk_002,2,68,he,1
chunk_002::cluster_069,chunk_002,2,69,the open country where there is plenty of sunshine,1
chunk_002::cluster_070,chunk_002,2,70,a boy,1
chunk_002::cluster_071,chunk_002,2,71,"a boy, and he said it was a long journey through a dangerous country",1
chunk_002::cluster_072,chunk_002,2,72,a dangerous country,1
chunk_002::cluster_073,chunk_002,2,73,No one,1
chunk_002::cluster_074,chunk_002,2,74,All the other animals in the forest,1
chunk_002::cluster_075,chunk_002,2,75,every living thing,1
chunk_002::cluster_076,chunk_002,2,76,a man,4
chunk_002::cluster_077,chunk_002,2,77,a coward,1
chunk_003::cluster_000,chunk_003,3,0,the Scarecrow,75
chunk_003::cluster_001,chunk_003,3,1,Dorothy,103
chunk_003::cluster_002,chunk_003,3,2,the hole,2
chunk_003::cluster_003,chunk_003,3,3,the Lion,390
chunk_003::cluster_004,chunk_003,3,4,Oz,14
chunk_003::cluster_005,chunk_003,3,5,the travelers,95
chunk_003::cluster_006,chunk_003,3,6,the forest,13
chunk_003::cluster_007,chunk_003,3,7,the son of a woodman who chopped down trees in the forest and sold the wood for a living,1
chunk_003::cluster_008,chunk_003,3,8,a woodman who chopped down trees in the forest and sold the wood for a living,1
chunk_003::cluster_009,chunk_003,3,9,a wood-chopper,1
chunk_003::cluster_010,chunk_003,3,10,my old mother,2
chunk_003::cluster_011,chunk_003,3,11,the old woman,38
chunk_003::cluster_012,chunk_003,3,12,the Munchkin girls,1
chunk_003::cluster_013,chunk_003,3,13,a better house for her,1
chunk_003::cluster_014,chunk_003,3,14,anyone,1
chunk_003::cluster_015,chunk_003,3,15,the new house,1
chunk_003::cluster_016,chunk_003,3,16,a one-legged man,1
chunk_003::cluster_017,chunk_003,3,17,a wood-chopper,1
chunk_003::cluster_018,chunk_003,3,18,the tinsmith,5
chunk_003::cluster_019,chunk_003,3,19,my cottage,1
chunk_003::cluster_020,chunk_003,3,20,the happiest man on earth,1
chunk_003::cluster_021,chunk_003,3,21,earth,1
chunk_003::cluster_022,chunk_003,3,22,no one,1
chunk_003::cluster_023,chunk_003,3,23,a fool,2
chunk_003::cluster_024,chunk_003,3,24,the world,2
chunk_003::cluster_025,chunk_003,3,25,the woods,4
chunk_003::cluster_026,chunk_003,3,26,the road,13
chunk_003::cluster_027,chunk_003,3,27,her two friends,1
chunk_003::cluster_028,chunk_003,3,28,Aunt Em,1
chunk_003::cluster_029,chunk_003,3,29,he,1
chunk_003::cluster_030,chunk_003,3,30,Toto,31
chunk_003::cluster_031,chunk_003,3,31,her companions,1
chunk_003::cluster_032,chunk_003,3,32,this part of the forest,1
chunk_003::cluster_033,chunk_003,3,33,the open country where there is plenty of sunshine,1
chunk_003::cluster_034,chunk_003,3,34,the river,24
chunk_003::cluster_035,chunk_003,3,35,a boy,1
chunk_003::cluster_036,chunk_003,3,36,a dangerous country,1
chunk_003::cluster_037,chunk_003,3,37,the country,1
chunk_003::cluster_038,chunk_003,3,38,a stuffed man,1
chunk_003::cluster_039,chunk_003,3,39,No one,1
chunk_003::cluster_040,chunk_003,3,40,All the other animals in the forest,1
chunk_003::cluster_041,chunk_003,3,41,the King of Beasts,1
chunk_003::cluster_042,chunk_003,3,42,every living thing,1
chunk_003::cluster_043,chunk_003,3,43,a man,4
chunk_003::cluster_044,chunk_003,3,44,Kansas,4
chunk_003::cluster_045,chunk_003,3,45,they,1
chunk_003::cluster_046,chunk_003,3,46,they,3
chunk_003::cluster_047,chunk_003,3,47,a coward,1
chunk_003::cluster_048,chunk_003,3,48,any living creature,1
chunk_003::cluster_049,chunk_003,3,49,You,1
chunk_003::cluster_050,chunk_003,3,50,You people with hearts,1
chunk_003::cluster_051,chunk_003,3,51,you,1
chunk_003::cluster_052,chunk_003,3,52,no houses,1
chunk_003::cluster_053,chunk_003,3,53,you,1
chunk_003::cluster_054,chunk_003,3,54,no one,1
chunk_003::cluster_055,chunk_003,3,55,a little rippling brook,1
chunk_003::cluster_056,chunk_003,3,56,the gulf,14
chunk_003::cluster_057,chunk_003,3,57,none of them,1
chunk_003::cluster_058,chunk_003,3,58,we,1
chunk_003::cluster_059,chunk_003,3,59,his,1
chunk_003::cluster_060,chunk_003,3,60,the depths of the forest,1
chunk_003::cluster_061,chunk_003,3,61,the Kalidahs,21
chunk_003::cluster_062,chunk_003,3,62,the country,2
chunk_003::cluster_063,chunk_003,3,63,another gulf across the road,1
chunk_003::cluster_064,chunk_003,3,64,this queer bridge,1
chunk_003::cluster_065,chunk_003,3,65,green meadows dotted with bright flowers,1
chunk_003::cluster_066,chunk_003,3,66,the riverbank,1
chunk_003::cluster_067,chunk_003,3,67,her own home,1
chunk_003::cluster_068,chunk_003,3,68,a princess,1
chunk_003::cluster_069,chunk_003,3,69,the dark forest they had passed safely through,1
chunk_003::cluster_070,chunk_003,3,70,"a lovely, sunny country that seemed to beckon them on to the Emerald City",1
chunk_003::cluster_071,chunk_003,3,71,the raft,8
chunk_003::cluster_072,chunk_003,3,72,the land,1
chunk_003::cluster_073,chunk_003,3,73,the country of the Wicked Witch of the West,1
chunk_003::cluster_074,chunk_003,3,74,the Wicked Witch of the West,1
chunk_003::cluster_075,chunk_003,3,75,her slaves,1
chunk_003::cluster_076,chunk_003,3,76,a cornfield,1
chunk_003::cluster_077,chunk_003,3,77,a Scarecrow stuck on a pole in the middle of a river,1
chunk_003::cluster_078,chunk_003,3,78,the shore,1
chunk_003::cluster_079,chunk_003,3,79,you,1
chunk_004::cluster_000,chunk_004,4,0,Dorothy,335
chunk_004::cluster_001,chunk_004,4,1,the Lion,154
chunk_004::cluster_002,chunk_004,4,2,the road,13
chunk_004::cluster_003,chunk_004,4,3,the travelers,154
chunk_004::cluster_004,chunk_004,4,4,Toto,27
chunk_004::cluster_005,chunk_004,4,5,any living creature,1
chunk_004::cluster_006,chunk_004,4,6,You,1
chunk_004::cluster_007,chunk_004,4,7,you,1
chunk_004::cluster_008,chunk_004,4,8,the forest,9
chunk_004::cluster_009,chunk_004,4,9,no houses,1
chunk_004::cluster_010,chunk_004,4,10,you,1
chunk_004::cluster_011,chunk_004,4,11,you,5
chunk_004::cluster_012,chunk_004,4,12,no one,1
chunk_004::cluster_013,chunk_004,4,13,a little rippling brook,1
chunk_004::cluster_014,chunk_004,4,14,the gulf,15
chunk_004::cluster_015,chunk_004,4,15,a very wide ditch,1
chunk_004::cluster_016,chunk_004,4,16,none of them,1
chunk_004::cluster_017,chunk_004,4,17,we,1
chunk_004::cluster_018,chunk_004,4,18,his,1
chunk_004::cluster_019,chunk_004,4,19,the woods,1
chunk_004::cluster_020,chunk_004,4,20,the depths of the forest,1
chunk_004::cluster_021,chunk_004,4,21,the Kalidahs,27
chunk_004::cluster_022,chunk_004,4,22,another gulf across the road,1
chunk_004::cluster_023,chunk_004,4,23,this queer bridge,1
chunk_004::cluster_024,chunk_004,4,24,them,1
chunk_004::cluster_025,chunk_004,4,25,the river,24
chunk_004::cluster_026,chunk_004,4,26,the country,5
chunk_004::cluster_027,chunk_004,4,27,the Emerald City,8
chunk_004::cluster_028,chunk_004,4,28,Oz,3
chunk_004::cluster_029,chunk_004,4,29,green meadows dotted with bright flowers,1
chunk_004::cluster_030,chunk_004,4,30,her own home,1
chunk_004::cluster_031,chunk_004,4,31,Our,1
chunk_004::cluster_032,chunk_004,4,32,a princess,1
chunk_004::cluster_033,chunk_004,4,33,the dark forest they had passed safely through,1
chunk_004::cluster_034,chunk_004,4,34,"a lovely, sunny country that seemed to beckon them on to the Emerald City",1
chunk_004::cluster_035,chunk_004,4,35,the raft,10
chunk_004::cluster_036,chunk_004,4,36,the land,1
chunk_004::cluster_037,chunk_004,4,37,the country of the Wicked Witch of the West,1
chunk_004::cluster_038,chunk_004,4,38,the Wicked Witch of the West,3
chunk_004::cluster_039,chunk_004,4,39,her slaves,1
