cluster_assertion_id,source_cluster_id,object_property_iri,target_cluster_id,support_relation_ids_json,aggregation_method,aggregated_score
assertion_3_holdsAttitudeToward_12,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,12,"[""rel_4834_30060_4835"", ""rel_4909_30468_4910"", ""rel_5290_33033_5291""]",sum_softmax_by_cluster_pair,0.9147220737652662
assertion_3_holdsAttitudeToward_14,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,14,"[""rel_571_5200_572"", ""rel_643_5674_646"", ""rel_770_6337_772"", ""rel_818_6551_820"", ""rel_881_6933_883"", ""rel_933_7170_935"", ""rel_1016_7612_1017"", ""rel_1081_8077_1083"", ""rel_1133_8432_1135"", ""rel_1631_11118_1632"", ""rel_1635_11131_1636"", ""rel_1807_12167_1809"", ""rel_2594_17389_2597"", ""rel_2645_17709_2647"", ""rel_2704_18018_2706"", ""rel_3675_23600_3677"", ""rel_3686_23646_3688"", ""rel_3694_23663_3696"", ""rel_6521_40984_6523"", ""rel_6651_41666_6652"", ""rel_6680_41907_6681"", ""rel_6925_43808_6926"", ""rel_6930_43817_6931"", ""rel_6937_43834_6938""]",sum_softmax_by_cluster_pair,7.41449638134428
assertion_3_holdsAttitudeToward_15,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,15,"[""rel_1213_8820_1215"", ""rel_2370_15902_2372"", ""rel_2667_17803_2668"", ""rel_2905_19225_2906"", ""rel_2924_19340_2925""]",sum_softmax_by_cluster_pair,1.995082063970413
assertion_3_movesToward_16,3,https://example.org/nlp-sdai/narrative-entity-ontology#movesToward,16,"[""rel_1522_10511_1525""]",sum_softmax_by_cluster_pair,0.37495789125939866
assertion_3_holdsAttitudeToward_17,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,17,"[""rel_1807_12167_1810"", ""rel_2370_15902_2373"", ""rel_2594_17389_2598"", ""rel_2645_17709_2648"", ""rel_4035_25244_4038"", ""rel_4594_28552_4595"", ""rel_4599_28576_4600"", ""rel_5224_32618_5225"", ""rel_5233_32654_5234"", ""rel_5242_32717_5243"", ""rel_6235_39333_6237"", ""rel_6238_39337_6240""]",sum_softmax_by_cluster_pair,3.561495761315784
assertion_3_holdsAttitudeToward_18,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,18,"[""rel_2138_14581_2139"", ""rel_6855_43392_6856"", ""rel_6925_43808_6927"", ""rel_6930_43817_6932"", ""rel_6937_43834_6939""]",sum_softmax_by_cluster_pair,1.928776379566854
assertion_3_holdsAttitudeToward_19,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,19,"[""rel_2600_17402_2602"", ""rel_3835_24291_3836"", ""rel_4220_26252_4222"", ""rel_7485_47638_7486""]",sum_softmax_by_cluster_pair,1.2521685048963136
assertion_3_holdsAttitudeToward_20,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,20,"[""rel_2954_19524_2955"", ""rel_3682_23627_3685""]",sum_softmax_by_cluster_pair,0.626190053791476
assertion_3_holdsAttitudeToward_21,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,21,"[""rel_2747_18339_2749"", ""rel_2905_19225_2907"", ""rel_2924_19340_2926"", ""rel_3346_21685_3348""]",sum_softmax_by_cluster_pair,1.4464983355571661
assertion_3_holdsAttitudeToward_23,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,23,"[""rel_4292_26569_4297""]",sum_softmax_by_cluster_pair,0.3682022164138729
assertion_3_holdsAttitudeToward_24,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,24,"[""rel_5290_33033_5292"", ""rel_7235_45978_7236"", ""rel_7476_47604_7477""]",sum_softmax_by_cluster_pair,0.9710411324540293
assertion_3_holdsAttitudeToward_25,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,25,"[""rel_6898_43667_6899"", ""rel_6918_43781_6919""]",sum_softmax_by_cluster_pair,0.8585406914496864
assertion_3_holdsAttitudeToward_26,3,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,26,"[""rel_7235_45978_7237"", ""rel_7336_46724_7337"", ""rel_7347_46790_7348"", ""rel_7498_47714_7499"", ""rel_7535_47968_7536""]",sum_softmax_by_cluster_pair,1.6452987408711643
assertion_4_locatedIn_0,4,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,0,"[""rel_2610_17476_2611""]",sum_softmax_by_cluster_pair,0.6335018086194459
assertion_4_movesToward_2,4,https://example.org/nlp-sdai/narrative-entity-ontology#movesToward,2,"[""rel_71_1061_72""]",sum_softmax_by_cluster_pair,0.40122794035347137
assertion_4_holdsAttitudeToward_3,4,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,3,"[""rel_463_4288_464"", ""rel_740_6077_741"", ""rel_2455_16508_2457"", ""rel_2783_18566_2784"", ""rel_3062_20171_3063""]",sum_softmax_by_cluster_pair,1.3568623694001065
assertion_4_holdsAttitudeToward_5,4,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,5,"[""rel_168_2204_169""]",sum_softmax_by_cluster_pair,0.28584837259070284
assertion_4_movesToward_14,4,https://example.org/nlp-sdai/narrative-entity-ontology#movesToward,14,"[""rel_6746_42354_6747""]",sum_softmax_by_cluster_pair,0.2805372312821588
assertion_4_movesToward_15,4,https://example.org/nlp-sdai/narrative-entity-ontology#movesToward,15,"[""rel_6609_41441_6610""]",sum_softmax_by_cluster_pair,0.4817928364073726
assertion_4_holdsAttitudeToward_17,4,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,17,"[""rel_1778_12015_1779"", ""rel_6746_42354_6748""]",sum_softmax_by_cluster_pair,0.8999512758109629
assertion_5_hasMember_1,5,https://example.org/nlp-sdai/narrative-entity-ontology#hasMember,1,"[""rel_384_3722_385""]",sum_softmax_by_cluster_pair,1.0
assertion_5_hasMember_3,5,https://example.org/nlp-sdai/narrative-entity-ontology#hasMember,3,"[""rel_329_3449_330"", ""rel_350_3557_351"", ""rel_360_3599_361"", ""rel_529_4905_530"", ""rel_531_4913_532""]",sum_softmax_by_cluster_pair,5.0
assertion_5_hasMember_9,5,https://example.org/nlp-sdai/narrative-entity-ontology#hasMember,9,"[""rel_338_3492_339""]",sum_softmax_by_cluster_pair,1.0
assertion_6_locatedIn_11,6,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,11,"[""rel_456_4243_458""]",sum_softmax_by_cluster_pair,0.5117166047041654
assertion_6_hasMember_12,6,https://example.org/nlp-sdai/narrative-entity-ontology#hasMember,12,"[""rel_5334_33263_5336""]",sum_softmax_by_cluster_pair,1.0
assertion_6_hasMember_19,6,https://example.org/nlp-sdai/narrative-entity-ontology#hasMember,19,"[""rel_2775_18528_2776""]",sum_softmax_by_cluster_pair,1.0
assertion_7_locatedIn_2,7,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,2,"[""rel_5470_33921_5472""]",sum_softmax_by_cluster_pair,1.0
assertion_7_locatedIn_11,7,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,11,"[""rel_5405_33642_5407"", ""rel_5918_36836_5919""]",sum_softmax_by_cluster_pair,2.0
assertion_7_memberOf_24,7,https://example.org/nlp-sdai/narrative-entity-ontology#memberOf,24,"[""rel_5460_33884_5462""]",sum_softmax_by_cluster_pair,1.0
assertion_8_holdsAttitudeToward_3,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,3,"[""rel_3738_23787_3740"", ""rel_3747_23819_3750"", ""rel_3862_24432_3864"", ""rel_3964_24883_3966"", ""rel_4540_28214_4541"", ""rel_4544_28235_4545"", ""rel_4563_28348_4562"", ""rel_4665_28951_4666""]",sum_softmax_by_cluster_pair,2.488582064049024
assertion_8_harms_4,8,https://example.org/nlp-sdai/narrative-entity-ontology#harms,4,"[""rel_4626_28721_4627""]",sum_softmax_by_cluster_pair,0.35785660876985087
assertion_8_holdsAttitudeToward_9,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,9,"[""rel_3875_24486_3878"", ""rel_3932_24746_3935"", ""rel_4394_27186_4396""]",sum_softmax_by_cluster_pair,0.8277624374801839
assertion_8_harms_10,8,https://example.org/nlp-sdai/narrative-entity-ontology#harms,10,"[""rel_4249_26356_4251""]",sum_softmax_by_cluster_pair,0.23277382044714717
assertion_8_harms_12,8,https://example.org/nlp-sdai/narrative-entity-ontology#harms,12,"[""rel_4346_26907_4347"", ""rel_4346_26907_4348"", ""rel_4367_27005_4368"", ""rel_4613_28646_4614"", ""rel_4779_29809_4780""]",sum_softmax_by_cluster_pair,1.4520610753232277
assertion_8_holdsAttitudeToward_14,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,14,"[""rel_3738_23787_3741""]",sum_softmax_by_cluster_pair,0.3116230610714238
assertion_8_holdsAttitudeToward_17,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,17,"[""rel_3946_24791_3948"", ""rel_3952_24818_3954"", ""rel_3964_24883_3967"", ""rel_4575_28426_4576"", ""rel_4577_28430_4578"", ""rel_4579_28448_4580"", ""rel_4584_28470_4585""]",sum_softmax_by_cluster_pair,2.154169673417867
assertion_8_holdsAttitudeToward_24,8,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,24,"[""rel_5324_33212_5325""]",sum_softmax_by_cluster_pair,0.33605102236048434
assertion_9_guides_0,9,https://example.org/nlp-sdai/narrative-entity-ontology#guides,0,"[""rel_3036_19982_3037""]",sum_softmax_by_cluster_pair,0.3409136131278853
assertion_9_movesToward_2,9,https://example.org/nlp-sdai/narrative-entity-ontology#movesToward,2,"[""rel_3013_19863_3015"", ""rel_5397_33614_5401"", ""rel_5690_35043_5693"", ""rel_5979_37222_5980"", ""rel_6013_37460_6014""]",sum_softmax_by_cluster_pair,1.4210329553003926
assertion_9_holdsAttitudeToward_3,9,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,3,"[""rel_320_3412_321"", ""rel_683_5830_684"", ""rel_693_5863_694"", ""rel_1002_7530_1003"", ""rel_1242_8932_1243"", ""rel_1253_8979_1254"", ""rel_1863_12404_1864"", ""rel_2943_19460_2944"", ""rel_3022_19913_3023"", ""rel_3448_22307_3449"", ""rel_3450_22317_3451"", ""rel_3476_22405_3477"", ""rel_3558_23039_3559"", ""rel_3562_23052_3563"", ""rel_3576_23104_3577"", ""rel_3591_23194_3592"", ""rel_3631_23395_3632"", ""rel_3635_23417_3636"", ""rel_3739_23787_3740"", ""rel_3748_23819_3750"", ""rel_3863_24432_3864"", ""rel_3965_24883_3966"", ""rel_5359_33362_5361"", ""rel_5395_33604_5396"", ""rel_5699_35091_5700"", ""rel_6103_38240_6104"", ""rel_6117_38339_6118"", ""rel_6134_38451_6135"", ""rel_6153_38712_6154"", ""rel_6164_38792_6166"", ""rel_6323_39732_6325"", ""rel_6530_41014_6532""]",sum_softmax_by_cluster_pair,11.717166792590143
assertion_9_holdsAttitudeToward_7,9,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,7,"[""rel_5397_33614_5398"", ""rel_5439_33791_5440"", ""rel_5448_33836_5449"", ""rel_5579_34463_5581"", ""rel_5579_34463_5583"", ""rel_5690_35043_5691"", ""rel_5703_35123_5704"", ""rel_5737_35435_5738"", ""rel_5959_37046_5960""]",sum_softmax_by_cluster_pair,3.8280572990994686
assertion_9_holdsAttitudeToward_8,9,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,8,"[""rel_3876_24486_3877"", ""rel_3933_24746_3934""]",sum_softmax_by_cluster_pair,0.563333258913931
assertion_9_holdsAttitudeToward_10,9,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,10,"[""rel_5473_33939_5475""]",sum_softmax_by_cluster_pair,0.305190495386236
assertion_9_holdsAttitudeToward_11,9,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,11,"[""rel_244_2790_245"", ""rel_2959_19553_2960"", ""rel_3143_20641_3144"", ""rel_5780_35845_5781"", ""rel_5780_35845_5782"", ""rel_6148_38577_6149"", ""rel_6275_39528_6277""]",sum_softmax_by_cluster_pair,1.9229399449728062
assertion_9_holdsAttitudeToward_14,9,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,14,"[""rel_683_5830_685"", ""rel_693_5863_695"", ""rel_1002_7530_1004"", ""rel_1253_8979_1255"", ""rel_1748_11831_1749"", ""rel_2992_19758_2993"", ""rel_3010_19850_3012"", ""rel_3463_22368_3464"", ""rel_3739_23787_3741"", ""rel_5662_34932_5666"", ""rel_6203_39055_6204"", ""rel_6280_39543_6282"", ""rel_6303_39652_6306"", ""rel_6303_39652_6304""]",sum_softmax_by_cluster_pair,5.050802213534954
assertion_9_holdsAttitudeToward_15,9,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,15,"[""rel_2396_16047_2397"", ""rel_2943_19460_2945"", ""rel_5397_33614_5399"", ""rel_5439_33791_5441"", ""rel_5448_33836_5450"", ""rel_5579_34463_5582"", ""rel_5579_34463_5584"", ""rel_5690_35043_5692"", ""rel_5703_35123_5705""]",sum_softmax_by_cluster_pair,3.2914442962644213
assertion_9_holdsAttitudeToward_17,9,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,17,"[""rel_1745_11813_1746"", ""rel_1863_12404_1865"", ""rel_3947_24791_3948"", ""rel_3953_24818_3954"", ""rel_3965_24883_3967"", ""rel_5885_36583_5886"", ""rel_5887_36605_5888"", ""rel_6064_37985_6065""]",sum_softmax_by_cluster_pair,2.8795088274345306
assertion_9_holdsAttitudeToward_19,9,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,19,"[""rel_3001_19802_3002""]",sum_softmax_by_cluster_pair,0.37755064973727503
assertion_9_holdsAttitudeToward_20,9,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,20,"[""rel_3001_19802_3003"", ""rel_3463_22368_3465""]",sum_softmax_by_cluster_pair,0.6854531613569279
assertion_9_holdsAttitudeToward_21,9,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,21,"[""rel_3312_21551_3313""]",sum_softmax_by_cluster_pair,0.4015746259093393
assertion_9_holdsAttitudeToward_22,9,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,22,"[""rel_3312_21551_3314""]",sum_softmax_by_cluster_pair,0.3917515866717767
assertion_9_holdsAttitudeToward_24,9,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,24,"[""rel_5473_33939_5474""]",sum_softmax_by_cluster_pair,0.28680967500733673
assertion_10_holdsAttitudeToward_3,10,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,3,"[""rel_3520_22801_3521"", ""rel_3676_23600_3673""]",sum_softmax_by_cluster_pair,0.6449832099038524
assertion_10_holdsAttitudeToward_9,10,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,9,"[""rel_5818_36152_5819""]",sum_softmax_by_cluster_pair,0.3527886029851119
assertion_10_holdsAttitudeToward_14,10,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,14,"[""rel_3676_23600_3677""]",sum_softmax_by_cluster_pair,0.3504159339611381
assertion_10_holdsAttitudeToward_15,10,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,15,"[""rel_2164_14844_2165""]",sum_softmax_by_cluster_pair,0.40587103291519133
assertion_10_holdsAttitudeToward_22,10,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,22,"[""rel_4091_25525_4092""]",sum_softmax_by_cluster_pair,0.3186261028747857
assertion_10_movesToward_23,10,https://example.org/nlp-sdai/narrative-entity-ontology#movesToward,23,"[""rel_4091_25525_4093""]",sum_softmax_by_cluster_pair,0.322747467655058
assertion_11_locatedIn_13,11,https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn,13,"[""rel_2281_15416_2280""]",sum_softmax_by_cluster_pair,0.35792652470414765
assertion_12_holdsAttitudeToward_3,12,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,3,"[""rel_4359_26961_4360"", ""rel_4493_27928_4495"", ""rel_4501_27949_4503"", ""rel_4837_30091_4838"", ""rel_4986_30936_4985""]",sum_softmax_by_cluster_pair,1.33577794375895
assertion_12_accompanies_4,12,https://example.org/nlp-sdai/narrative-entity-ontology#accompanies,4,"[""rel_4982_30922_4983""]",sum_softmax_by_cluster_pair,0.2512303779062845
assertion_12_guides_7,12,https://example.org/nlp-sdai/narrative-entity-ontology#guides,7,"[""rel_5354_33348_5356""]",sum_softmax_by_cluster_pair,0.32997437286037584
assertion_12_movesToward_11,12,https://example.org/nlp-sdai/narrative-entity-ontology#movesToward,11,"[""rel_5116_31787_5119""]",sum_softmax_by_cluster_pair,0.32961205715460545
assertion_12_holdsAttitudeToward_14,12,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,14,"[""rel_4976_30897_4977"", ""rel_4988_30949_4987""]",sum_softmax_by_cluster_pair,0.69110782850671
assertion_12_movesToward_15,12,https://example.org/nlp-sdai/narrative-entity-ontology#movesToward,15,"[""rel_5011_31110_5012"", ""rel_5116_31787_5118"", ""rel_5354_33348_5357""]",sum_softmax_by_cluster_pair,1.0925860995836494
assertion_12_holdsAttitudeToward_17,12,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,17,"[""rel_4821_30012_4822"", ""rel_5278_32989_5280""]",sum_softmax_by_cluster_pair,0.5227484060083529
assertion_12_holdsAttitudeToward_19,12,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,19,"[""rel_4821_30012_4823"", ""rel_4976_30897_4978"", ""rel_4991_30969_4990""]",sum_softmax_by_cluster_pair,1.0660150354978708
assertion_14_guides_2,14,https://example.org/nlp-sdai/narrative-entity-ontology#guides,2,"[""rel_3916_24614_3919""]",sum_softmax_by_cluster_pair,0.5292286001727547
assertion_14_holdsAttitudeToward_3,14,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,3,"[""rel_597_5397_598"", ""rel_623_5570_624"", ""rel_644_5674_645"", ""rel_680_5819_682"", ""rel_689_5851_690"", ""rel_778_6350_779"", ""rel_847_6737_848"", ""rel_851_6755_852"", ""rel_927_7150_928"", ""rel_1051_7880_1052"", ""rel_1062_7954_1063"", ""rel_1324_9428_1326"", ""rel_2210_15063_2212"", ""rel_2363_15889_2364"", ""rel_2433_16407_2434"", ""rel_2534_16929_2535"", ""rel_2673_17813_2675"", ""rel_2715_18145_2716"", ""rel_2790_18590_2791"", ""rel_3157_20699_3159"", ""rel_3459_22358_3461"", ""rel_3690_23656_3691"", ""rel_3700_23680_3701"", ""rel_4046_25283_4047"", ""rel_4870_30293_4873"", ""rel_5453_33858_5454"", ""rel_6491_40857_6493"", ""rel_6531_41014_6532"", ""rel_6647_41654_6648"", ""rel_6762_42460_6763""]",sum_softmax_by_cluster_pair,9.237649178130674
assertion_14_holdsAttitudeToward_7,14,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,7,"[""rel_2662_17793_2664"", ""rel_4293_26569_4296""]",sum_softmax_by_cluster_pair,0.7026960821144024
assertion_14_holdsAttitudeToward_8,14,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,8,"[""rel_3690_23656_3692"", ""rel_3700_23680_3702""]",sum_softmax_by_cluster_pair,0.6291027118245454
assertion_14_holdsAttitudeToward_9,14,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,9,"[""rel_1727_11736_1728"", ""rel_3255_21395_3259"", ""rel_3295_21508_3297"", ""rel_3300_21527_3302"", ""rel_3303_21532_3305"", ""rel_3452_22326_3455"", ""rel_3471_22391_3473"", ""rel_3700_23680_3703"", ""rel_5062_31448_5064"", ""rel_6204_39055_6203"", ""rel_6304_39652_6305"", ""rel_6304_39652_6303""]",sum_softmax_by_cluster_pair,4.246897200181507
assertion_14_holdsAttitudeToward_10,14,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,10,"[""rel_3690_23656_3693""]",sum_softmax_by_cluster_pair,0.3275846328027054
assertion_14_guides_11,14,https://example.org/nlp-sdai/narrative-entity-ontology#guides,11,"[""rel_680_5819_681"", ""rel_1262_9037_1263"", ""rel_2225_15118_2230"", ""rel_2244_15195_2246"", ""rel_3157_20699_3163"", ""rel_4062_25391_4065"", ""rel_6276_39528_6277"", ""rel_6330_39754_6331""]",sum_softmax_by_cluster_pair,2.647088903391808
assertion_14_holdsAttitudeToward_15,14,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,15,"[""rel_1214_8820_1215"", ""rel_1259_9030_1261"", ""rel_1281_9162_1283"", ""rel_2191_15000_2193"", ""rel_2371_15902_2372"", ""rel_3157_20699_3160""]",sum_softmax_by_cluster_pair,1.9190484638765006
assertion_14_holdsAttitudeToward_17,14,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,17,"[""rel_2371_15902_2373"", ""rel_2460_16545_2461"", ""rel_3916_24614_3918""]",sum_softmax_by_cluster_pair,0.8679888890861094
assertion_14_holdsAttitudeToward_19,14,https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward,19,"[""rel_2433_16407_2435"", ""rel_2693_17949_2694"", ""rel_3783_23959_3785"", ""rel_6749_42361_6750""]",sum_softmax_by_cluster_pair,1.2765089281866924
assertion_14_guides_20,14,https://example.org/nlp-sdai/narrative-entity-ontology#guides,20,"[""rel_3148_20681_3151"", ""rel_3148_20681_3152"", ""rel_3246_21361_3249"", ""rel_3452_22326_3453"", ""rel_3656_23507_3658""]",sum_softmax_by_cluster_pair,1.51116505723779
assertion_14_guides_21,14,https://example.org/nlp-sdai/narrative-entity-ontology#guides,21,"[""rel_3157_20699_3161"", ""rel_3233_21302_3235""]",sum_softmax_by_cluster_pair,1.2483147374864652
assertion_14_guides_22,14,https://example.org/nlp-sdai/narrative-entity-ontology#guides,22,"[""rel_3233_21302_3236"", ""rel_4062_25391_4063"", ""rel_4074_25431_4075""]",sum_softmax_by_cluster_pair,1.8021467664785547
