global_cluster_uid,n_local_clusters,n_mentions,canonical_name,canonical_names,local_cluster_uids,chunk_min,chunk_max
global_cluster_000039,17,21,home,"an innocent, harmless little girl, who had been carried by a cyclone many miles from home|her own home|home|my home|our homes|their homes",chunk_000::cluster_040|chunk_000::cluster_041|chunk_000::cluster_093|chunk_001::cluster_018|chunk_001::cluster_073|chunk_002::cluster_010|chunk_003::cluster_067|chunk_004::cluster_030|chunk_005::cluster_039|chunk_005::cluster_072|chunk_006::cluster_009|chunk_006::cluster_050|chunk_010::cluster_095|chunk_011::cluster_045|chunk_014::cluster_108|chunk_014::cluster_114|chunk_015::cluster_065,0,15
global_cluster_000040,2,2,the people who live in this land of the East where the Wicked Witch ruled,the people who live in this land of the east where the wicked witch ruled|this land of the east where the wicked witch ruled,chunk_000::cluster_045|chunk_000::cluster_046,0,0
global_cluster_000041,33,161,her friends,a friend|all her friends|anyone who is our friend|her friends|her two friends|his friends|my friends|our friend|our friends|their friend|their friends,chunk_000::cluster_048|chunk_000::cluster_129|chunk_000::cluster_143|chunk_001::cluster_058|chunk_002::cluster_066|chunk_003::cluster_027|chunk_004::cluster_047|chunk_004::cluster_059|chunk_004::cluster_065|chunk_004::cluster_066|chunk_005::cluster_014|chunk_005::cluster_023|chunk_005::cluster_034|chunk_005::cluster_035|chunk_006::cluster_079|chunk_006::cluster_081|chunk_006::cluster_111|chunk_007::cluster_028|chunk_007::cluster_037|chunk_007::cluster_039|chunk_007::cluster_071|chunk_008::cluster_011|chunk_009::cluster_023|chunk_009::cluster_029|chunk_009::cluster_070|chunk_010::cluster_013|chunk_010::cluster_014|chunk_010::cluster_036|chunk_011::cluster_001|chunk_012::cluster_052|chunk_012::cluster_066|chunk_013::cluster_013|chunk_015::cluster_074,0,15
global_cluster_000042,12,14,the North,a person who has been kissed by the witch of the north|the good witch of the north|the land of the north|the north,chunk_000::cluster_049|chunk_000::cluster_058|chunk_000::cluster_091|chunk_000::cluster_102|chunk_001::cluster_017|chunk_001::cluster_030|chunk_006::cluster_103|chunk_006::cluster_104|chunk_007::cluster_063|chunk_007::cluster_064|chunk_010::cluster_066|chunk_011::cluster_009,0,11
global_cluster_000043,1,1,a swift messenger,a swift messenger,chunk_000::cluster_050,0,0
global_cluster_000044,1,1,a real witch,a real witch,chunk_000::cluster_051,0,0
global_cluster_000045,3,3,a Good Witch,a good witch,chunk_000::cluster_052|chunk_012::cluster_085|chunk_013::cluster_037,0,13
global_cluster_000046,11,18,witches,all the witches|all witches|good witches|the most powerful of all the witches|the witches|witches,chunk_000::cluster_053|chunk_000::cluster_060|chunk_000::cluster_073|chunk_000::cluster_132|chunk_001::cluster_061|chunk_011::cluster_093|chunk_012::cluster_018|chunk_012::cluster_080|chunk_012::cluster_081|chunk_013::cluster_032|chunk_013::cluster_033,0,13
global_cluster_000047,1,1,only four witches,only four witches,chunk_000::cluster_054,0,0
global_cluster_000048,29,1307,Oz,only four witches in all the land of oz|oz|the great oz|the land of oz|the same great desert that surrounds this land of oz|the wisest man in all the land of oz|this land of oz|this queer land of oz,chunk_000::cluster_055|chunk_000::cluster_075|chunk_000::cluster_094|chunk_001::cluster_019|chunk_001::cluster_023|chunk_001::cluster_072|chunk_002::cluster_008|chunk_002::cluster_041|chunk_003::cluster_004|chunk_004::cluster_028|chunk_005::cluster_030|chunk_005::cluster_050|chunk_006::cluster_005|chunk_006::cluster_028|chunk_006::cluster_118|chunk_007::cluster_002|chunk_007::cluster_079|chunk_008::cluster_010|chunk_008::cluster_093|chunk_009::cluster_022|chunk_009::cluster_045|chunk_009::cluster_072|chunk_010::cluster_038|chunk_011::cluster_000|chunk_012::cluster_003|chunk_014::cluster_093|chunk_014::cluster_098|chunk_015::cluster_057|chunk_015::cluster_069,0,15
global_cluster_000049,26,31,them,them|two of them,chunk_000::cluster_056|chunk_001::cluster_103|chunk_002::cluster_016|chunk_002::cluster_026|chunk_004::cluster_024|chunk_006::cluster_089|chunk_007::cluster_024|chunk_007::cluster_049|chunk_007::cluster_119|chunk_008::cluster_063|chunk_009::cluster_001|chunk_009::cluster_007|chunk_009::cluster_009|chunk_009::cluster_058|chunk_009::cluster_083|chunk_009::cluster_089|chunk_010::cluster_023|chunk_010::cluster_049|chunk_010::cluster_057|chunk_012::cluster_077|chunk_013::cluster_025|chunk_013::cluster_094|chunk_014::cluster_042|chunk_014::cluster_087|chunk_015::cluster_009|chunk_015::cluster_045,0,15
global_cluster_000050,11,26,the South,the land of the south|the north and south|the south|the witches of the north and south|those who live in the north and the south,chunk_000::cluster_057|chunk_000::cluster_059|chunk_000::cluster_085|chunk_001::cluster_009|chunk_011::cluster_096|chunk_011::cluster_098|chunk_012::cluster_021|chunk_012::cluster_084|chunk_013::cluster_036|chunk_013::cluster_048|chunk_015::cluster_042,0,15
global_cluster_000051,20,41,the West,the country of the west|the country of the wicked witch of the west|the east and the west|the people who live in the north and south and east and west|the west|the wicked witch of the west|the witches of the east and west|this country of the west|those who dwelt in the east and the west,chunk_000::cluster_061|chunk_000::cluster_062|chunk_000::cluster_063|chunk_000::cluster_086|chunk_001::cluster_012|chunk_001::cluster_015|chunk_003::cluster_073|chunk_003::cluster_074|chunk_004::cluster_037|chunk_004::cluster_038|chunk_007::cluster_113|chunk_007::cluster_114|chunk_008::cluster_054|chunk_009::cluster_047|chunk_011::cluster_095|chunk_011::cluster_099|chunk_012::cluster_020|chunk_012::cluster_023|chunk_014::cluster_107|chunk_015::cluster_064,0,15
global_cluster_000052,9,11,the East,east|the east|the wicked witch of the east|the witch of the east|this country of the east,chunk_000::cluster_078|chunk_000::cluster_121|chunk_001::cluster_033|chunk_001::cluster_034|chunk_001::cluster_048|chunk_011::cluster_097|chunk_012::cluster_022|chunk_012::cluster_024|chunk_012::cluster_025,0,12
global_cluster_000053,1,1,wicked witches,wicked witches,chunk_000::cluster_065,0,0
global_cluster_000054,1,1,"my aunt who lives in Kansas, where I came from","my aunt who lives in kansas, where i came from",chunk_000::cluster_066,0,0
global_cluster_000055,1,1,no witches,no witches,chunk_000::cluster_069,0,0
global_cluster_000056,18,19,a Great Wizard,"a great wizard|a strange people, who, seeing me come from the clouds, thought i was a great wizard|a wizard|the great wizard|the palace of oz, the great wizard|the wizards|wizards",chunk_000::cluster_070|chunk_000::cluster_074|chunk_000::cluster_076|chunk_005::cluster_065|chunk_006::cluster_042|chunk_006::cluster_075|chunk_006::cluster_108|chunk_010::cluster_104|chunk_010::cluster_105|chunk_011::cluster_053|chunk_011::cluster_054|chunk_011::cluster_080|chunk_011::cluster_081|chunk_012::cluster_007|chunk_012::cluster_008|chunk_012::cluster_060|chunk_012::cluster_068|chunk_013::cluster_018,0,13
global_cluster_000057,2,3,sorceresses,sorceresses,chunk_000::cluster_128|chunk_001::cluster_062,0,1
global_cluster_000058,3,3,a magician,a magician|magicians,chunk_000::cluster_071|chunk_011::cluster_110|chunk_012::cluster_034,0,12
global_cluster_000059,14,44,the world,one of the most wonderful rooms in the world|the sweetest little room in the world|the world,chunk_000::cluster_072|chunk_001::cluster_022|chunk_002::cluster_007|chunk_003::cluster_024|chunk_005::cluster_055|chunk_006::cluster_033|chunk_006::cluster_086|chunk_006::cluster_093|chunk_007::cluster_046|chunk_007::cluster_053|chunk_012::cluster_070|chunk_013::cluster_019|chunk_014::cluster_038|chunk_015::cluster_068,0,15
global_cluster_000060,22,273,the Emerald City,"a lovely, sunny country that seemed to beckon them on to the emerald city|the emerald city|the river|the ruler of the emerald city|the streets of the emerald city",chunk_000::cluster_092|chunk_001::cluster_021|chunk_002::cluster_034|chunk_003::cluster_070|chunk_004::cluster_027|chunk_004::cluster_034|chunk_005::cluster_003|chunk_006::cluster_017|chunk_006::cluster_058|chunk_007::cluster_009|chunk_008::cluster_039|chunk_008::cluster_040|chunk_009::cluster_071|chunk_010::cluster_037|chunk_011::cluster_026|chunk_011::cluster_039|chunk_012::cluster_010|chunk_012::cluster_067|chunk_013::cluster_005|chunk_013::cluster_017|chunk_014::cluster_099|chunk_015::cluster_058,0,15
global_cluster_000061,1,1,the corner of the house where the Wicked Witch had been lying,the corner of the house where the wicked witch had been lying,chunk_000::cluster_079,0,0
global_cluster_000062,12,16,here,here|the country here|the good witch who rules here,chunk_000::cluster_142|chunk_001::cluster_005|chunk_001::cluster_074|chunk_005::cluster_019|chunk_005::cluster_051|chunk_006::cluster_029|chunk_010::cluster_065|chunk_011::cluster_063|chunk_014::cluster_037|chunk_014::cluster_090|chunk_015::cluster_049|chunk_015::cluster_050,0,15
global_cluster_000063,1,1,one,one,chunk_000::cluster_081,0,0
global_cluster_000064,5,12,the little brook,a little brook|a little rippling brook|the little brook,chunk_000::cluster_082|chunk_001::cluster_006|chunk_002::cluster_005|chunk_003::cluster_055|chunk_004::cluster_013,0,4
global_cluster_000065,2,2,none,none,chunk_000::cluster_084|chunk_001::cluster_007,0,1
global_cluster_000066,8,24,the country of the Quadlings,the country of the quadlings|the quadlings,chunk_000::cluster_087|chunk_000::cluster_088|chunk_001::cluster_010|chunk_001::cluster_011|chunk_012::cluster_082|chunk_013::cluster_034|chunk_014::cluster_073|chunk_015::cluster_027,0,15
global_cluster_000067,14,141,the Winkies,the country of the winkies|the land of the winkies|the winkies,chunk_000::cluster_089|chunk_001::cluster_014|chunk_007::cluster_094|chunk_007::cluster_103|chunk_007::cluster_104|chunk_008::cluster_046|chunk_008::cluster_065|chunk_008::cluster_067|chunk_009::cluster_015|chunk_010::cluster_010|chunk_011::cluster_037|chunk_014::cluster_103|chunk_015::cluster_033|chunk_015::cluster_062,0,15
global_cluster_000068,18,38,her slaves,a dozen of her slaves|her slave|her slaves|my slave|slaves|your slaves,chunk_000::cluster_090|chunk_001::cluster_016|chunk_003::cluster_075|chunk_004::cluster_039|chunk_007::cluster_105|chunk_007::cluster_107|chunk_007::cluster_115|chunk_008::cluster_047|chunk_008::cluster_049|chunk_008::cluster_057|chunk_008::cluster_066|chunk_008::cluster_074|chunk_008::cluster_084|chunk_009::cluster_012|chunk_009::cluster_014|chunk_009::cluster_036|chunk_009::cluster_050|chunk_010::cluster_012,0,10
global_cluster_000069,1,1,all these strange people,all these strange people,chunk_000::cluster_095,0,0
global_cluster_000070,1,1,a good man,a good man,chunk_000::cluster_097,0,0
global_cluster_000071,5,5,a good Wizard,a good wizard,chunk_000::cluster_098|chunk_001::cluster_026|chunk_005::cluster_077|chunk_006::cluster_055|chunk_007::cluster_006,0,7
global_cluster_000072,1,1,a man,a man,chunk_000::cluster_099,0,0
global_cluster_000073,2,2,a country that is sometimes pleasant and sometimes dark and terrible,a country that is sometimes pleasant and sometimes dark and terrible,chunk_000::cluster_100|chunk_001::cluster_028,0,1
global_cluster_000074,1,1,no one,no one,chunk_000::cluster_101,0,0
global_cluster_000075,5,7,the rest,a house rather larger than the rest|the rest,chunk_000::cluster_103|chunk_000::cluster_122|chunk_001::cluster_049|chunk_007::cluster_108|chunk_008::cluster_050,0,8
global_cluster_000076,17,658,the Wicked Witch,"a witch|the slaves of the wicked witch|the wicked witch|the wicked witch of the west|the witch|the yellow winkies, who were the slaves of the wicked witch|witch",chunk_000::cluster_104|chunk_000::cluster_133|chunk_000::cluster_136|chunk_001::cluster_055|chunk_006::cluster_101|chunk_007::cluster_061|chunk_008::cluster_001|chunk_008::cluster_009|chunk_008::cluster_035|chunk_008::cluster_089|chunk_008::cluster_090|chunk_009::cluster_006|chunk_009::cluster_041|chunk_010::cluster_000|chunk_011::cluster_035|chunk_014::cluster_106|chunk_015::cluster_063,0,15
global_cluster_000077,2,2,several roads nearby,several roads nearby,chunk_000::cluster_107|chunk_001::cluster_036,0,1
global_cluster_000078,17,86,the road,no road|several roads|the road|the road of yellow brick|well-paved roads,chunk_000::cluster_106|chunk_000::cluster_109|chunk_001::cluster_035|chunk_001::cluster_038|chunk_002::cluster_028|chunk_003::cluster_026|chunk_004::cluster_002|chunk_005::cluster_009|chunk_006::cluster_016|chunk_007::cluster_101|chunk_008::cluster_044|chunk_009::cluster_076|chunk_010::cluster_041|chunk_012::cluster_089|chunk_013::cluster_041|chunk_014::cluster_074|chunk_015::cluster_029,0,15
global_cluster_000079,2,2,the one paved with yellow bricks,the one paved with yellow bricks,chunk_000::cluster_108|chunk_001::cluster_037,0,1
global_cluster_000080,1,1,her,her,chunk_000::cluster_113,0,0
global_cluster_000081,2,2,fields of grain and vegetables in abundance,fields of grain and vegetables in abundance,chunk_000::cluster_115|chunk_001::cluster_041,0,1
global_cluster_000082,1,1,the people,the people,chunk_000::cluster_117,0,0
global_cluster_000083,18,20,everyone,everyone,chunk_000::cluster_118|chunk_001::cluster_045|chunk_006::cluster_074|chunk_006::cluster_110|chunk_007::cluster_030|chunk_007::cluster_070|chunk_010::cluster_069|chunk_010::cluster_113|chunk_011::cluster_013|chunk_011::cluster_061|chunk_012::cluster_062|chunk_012::cluster_063|chunk_012::cluster_086|chunk_012::cluster_100|chunk_013::cluster_007|chunk_013::cluster_010|chunk_013::cluster_038|chunk_013::cluster_054,0,13
global_cluster_000084,2,2,odd-looking dwellings,odd-looking dwellings,chunk_000::cluster_120|chunk_001::cluster_047,0,1
global_cluster_000085,5,5,it,it|the green lawn before it,chunk_000::cluster_123|chunk_001::cluster_050|chunk_001::cluster_109|chunk_002::cluster_036|chunk_005::cluster_038,0,5
global_cluster_000086,1,1,many men,many men,chunk_000::cluster_124,0,0
global_cluster_000087,1,1,women,women,chunk_000::cluster_125,0,0
global_cluster_000088,2,2,Five little fiddlers,five little fiddlers,chunk_000::cluster_126|chunk_001::cluster_053,0,1
global_cluster_000089,2,7,one of the richest Munchkins in the land,one of the richest munchkins in the land,chunk_000::cluster_127|chunk_001::cluster_054,0,1
global_cluster_000090,1,1,their,their,chunk_000::cluster_130,0,0
global_cluster_000091,2,2,a friendly witch,a friendly witch,chunk_000::cluster_134|chunk_001::cluster_063,0,1
global_cluster_000092,1,1,all the people,all the people,chunk_000::cluster_135,0,0
global_cluster_000093,2,4,a room with a pretty bed in it,a room with a pretty bed in it,chunk_000::cluster_139|chunk_001::cluster_066,0,1
global_cluster_000094,1,2,all the people,all the people,chunk_000::cluster_140,0,0
global_cluster_000095,1,2,people,people,chunk_000::cluster_141,0,0
global_cluster_000096,13,15,the cornfield,a cornfield|a farmer's cornfield|a great cornfield|the cornfield|the farmer's cornfield,chunk_000::cluster_144|chunk_001::cluster_076|chunk_001::cluster_098|chunk_002::cluster_022|chunk_003::cluster_076|chunk_004::cluster_040|chunk_005::cluster_007|chunk_012::cluster_074|chunk_012::cluster_097|chunk_013::cluster_023|chunk_013::cluster_053|chunk_014::cluster_111|chunk_015::cluster_067,0,15
global_cluster_000097,17,1156,the Scarecrow,a good scarecrow|a scarecrow|the scarecrow|the truck|the winged monkeys had tossed the scarecrow|the witch said to the scarecrow,chunk_000::cluster_145|chunk_001::cluster_101|chunk_002::cluster_000|chunk_002::cluster_025|chunk_003::cluster_000|chunk_005::cluster_002|chunk_006::cluster_006|chunk_006::cluster_007|chunk_007::cluster_001|chunk_009::cluster_002|chunk_010::cluster_026|chunk_010::cluster_031|chunk_013::cluster_001|chunk_013::cluster_096|chunk_014::cluster_044|chunk_014::cluster_095|chunk_015::cluster_054,0,15
global_cluster_000098,1,1,every man,every man,chunk_000::cluster_147,0,0
global_cluster_000099,1,1,a new man,a new man,chunk_000::cluster_148,0,0
global_cluster_000100,1,1,anyone,anyone,chunk_000::cluster_149,0,0
global_cluster_000101,1,1,my aunt,my aunt,chunk_001::cluster_002,1,1
global_cluster_000102,3,3,your uncle,uncle|your uncle,chunk_001::cluster_003|chunk_006::cluster_112|chunk_007::cluster_072,1,7
global_cluster_000103,1,9,the other,the other,chunk_001::cluster_008,1,1
global_cluster_000104,1,1,"that country, where the Winkies live","that country, where the winkies live",chunk_001::cluster_013,1,1
global_cluster_000105,1,1,all these strange people,all these strange people,chunk_001::cluster_020,1,1
global_cluster_000106,1,1,the Great Wizard I told you of,the great wizard i told you of,chunk_001::cluster_024,1,1
global_cluster_000107,1,1,a good man,a good man,chunk_001::cluster_025,1,1
global_cluster_000108,1,1,a man,a man,chunk_001::cluster_027,1,1
global_cluster_000109,1,1,no one,no one,chunk_001::cluster_029,1,1
global_cluster_000110,1,2,The road to the City of Emeralds,the road to the city of emeralds,chunk_001::cluster_031,1,1
global_cluster_000111,14,970,the travelers,every one of the travelers|the four travelers|the travelers|travelers,chunk_001::cluster_071|chunk_002::cluster_004|chunk_003::cluster_005|chunk_004::cluster_003|chunk_005::cluster_001|chunk_009::cluster_005|chunk_009::cluster_073|chunk_010::cluster_011|chunk_010::cluster_039|chunk_012::cluster_090|chunk_013::cluster_002|chunk_013::cluster_042|chunk_014::cluster_001|chunk_015::cluster_016,1,15
global_cluster_000112,1,1,the people,the people,chunk_001::cluster_044,1,1
global_cluster_000113,1,1,many men,many men,chunk_001::cluster_051,1,1
global_cluster_000114,1,1,women,women,chunk_001::cluster_052,1,1
global_cluster_000115,1,1,all the people,all the people,chunk_001::cluster_064,1,1
global_cluster_000116,1,1,all the people,all the people,chunk_001::cluster_067,1,1
global_cluster_000117,1,3,people,people,chunk_001::cluster_068,1,1
global_cluster_000118,1,1,rough and dangerous places,rough and dangerous places,chunk_001::cluster_075,1,1
global_cluster_000119,1,1,every man,every man,chunk_001::cluster_078,1,1
global_cluster_000120,1,1,a new man,a new man,chunk_001::cluster_079,1,1
global_cluster_000121,1,1,anyone,anyone,chunk_001::cluster_080,1,1
global_cluster_000122,1,1,people,people,chunk_001::cluster_081,1,1
global_cluster_000123,7,9,a fool,a fool,chunk_001::cluster_082|chunk_001::cluster_107|chunk_002::cluster_031|chunk_002::cluster_064|chunk_003::cluster_023|chunk_007::cluster_097|chunk_008::cluster_034,1,8
global_cluster_000124,1,1,the path of yellow brick,the path of yellow brick,chunk_001::cluster_083,1,1
global_cluster_000125,4,5,The farms,no farms|the farms,chunk_001::cluster_084|chunk_002::cluster_002|chunk_007::cluster_111|chunk_008::cluster_052,1,8
