local_cluster_uid,chunk_id,chunk_index,local_cluster_id,canonical_name,n_mentions
chunk_000::cluster_223,chunk_000,0,223,some Roman whose customs gave him power over women and children,1
chunk_000::cluster_224,chunk_000,0,224,women,1
chunk_000::cluster_225,chunk_000,0,225,children,1
chunk_000::cluster_226,chunk_000,0,226,the courtyard,2
chunk_000::cluster_227,chunk_000,0,227,the Merlin,20
chunk_000::cluster_228,chunk_000,0,228,the atrium,1
chunk_000::cluster_229,chunk_000,0,229,the villa where he had lived until Ambrosius made him Duke of Cornwall,1
chunk_000::cluster_230,chunk_000,0,230,the only woman among them,1
chunk_000::cluster_231,chunk_000,0,231,a man,1
chunk_000::cluster_232,chunk_000,0,232,their,1
chunk_000::cluster_233,chunk_000,0,233,a bard,1
chunk_000::cluster_234,chunk_000,0,234,our,1
chunk_000::cluster_236,chunk_000,0,236,the Old People,1
chunk_000::cluster_237,chunk_000,0,237,our,1
chunk_000::cluster_238,chunk_000,0,238,the Lake,2
chunk_000::cluster_239,chunk_000,0,239,Londinium,2
chunk_000::cluster_240,chunk_000,0,240,eldest daughter of the ancient priestess of the Lake,1
chunk_000::cluster_241,chunk_000,0,241,the ancient priestess of the Lake,1
chunk_000::cluster_242,chunk_000,0,242,a woman well accustomed to babies,1
chunk_000::cluster_243,chunk_000,0,243,"a surprisingly little woman, no taller than a well-grown girl of eight or ten",1
chunk_000::cluster_244,chunk_000,0,244,a well-grown girl of eight or ten,1
chunk_000::cluster_245,chunk_000,0,245,a child put into adult clothes,1
chunk_000::cluster_246,chunk_000,0,246,A serving-woman,1
chunk_000::cluster_247,chunk_000,0,247,the guest,1
chunk_000::cluster_248,chunk_000,0,248,the markets in Londinium,1
chunk_000::cluster_249,chunk_000,0,249,her guests,1
chunk_000::cluster_250,chunk_000,0,250,"a small, tired-looking woman",1
chunk_000::cluster_251,chunk_000,0,251,a stooped old man,1
chunk_000::cluster_252,chunk_000,0,252,them,1
chunk_000::cluster_253,chunk_000,0,253,the shores of the Summer Sea,1
chunk_000::cluster_254,chunk_000,0,254,you,1
chunk_000::cluster_255,chunk_000,0,255,a wife,1
chunk_000::cluster_256,chunk_000,0,256,a bard-,1
chunk_000::cluster_257,chunk_000,0,257,a priestess,1
chunk_000::cluster_258,chunk_000,0,258,A fairy woman,1
chunk_000::cluster_259,chunk_000,0,259,a woman of the Old People,1
chunk_000::cluster_260,chunk_000,0,260,the Old People,1
